text,label,source
RT USER Cara serang Ahok : Kafir galak,1,fn_hatespeech_id
kalau lomba an sama babi babi nya nomor 2,1,relabel
"Lepaskan pelaku nya biar di masa ,anak sok jago arogan dan merasa puas ketika memukul menendang injak,itu ciri pisikopat,yg gx ada hati nurani,biar di masa aja tuh bocah",1,
itu bukan kelas nya??,0,dataset_research
iya dah yg lain cupu lu doang yg si paling bandel,1,dataset_research
"USER USER USER USER USER USER Loe Bong ga denger jeritan Petani??ga denger jeritan Petani Garam?? Apa jgn loe BOLOT akut??...pemerataan apa yg loe maksud Bong?? Gw mohon dgn sangat,,segeralah Bersihin Kerak Otak Lumpur Loe yg sdh mengera",1,fn_hatespeech_id
haii kaa semangattt yahh akuu disiniii🤍🤍akuu nge fans arhan tapi ga ngebencii kaka and ga nge hujat kaka🖤🖤🤍🤍❤💗💗💓💓💞,0,tiktok
"""Gini dong bersihan kaga kek tahun tahun sebelumnya dekil""",1,tiktok_v2
dgrin sampai bulu kuduk saking bgusnya masyaallah apik sangat suaranya,0,relabel
Si Budi Judol dompetnya udh tebel ðŸ˜‚,1,tiktok_v2
kalau dilanjutkan bakal jadi perang saudara seperto myanmar,0,tiktok
"2002 Korea Pahlawan? Hahahaha justru sejarah Piala Dunia kontroversi, Korea sebagai Tuan Rumah, banyak praktek kotor dan ini Fakta dibahas dimana2, bagaimana Korea Selatan banyak diatur dan dibantu Wasit sampai lolos.. Apa itu yg dijadiin standard warga Korea??!😂 Jadi Tuan Rumah lg makanya bayar wasit. Paling gokil waktu Italy dicurangin😂😂",1,
anjing sih kamu,0,relabel
dunia nyata tokoh liciknya anjing kucing,0,relabel
Lapor kan aja ibu jangan mau damai. Tampang anaknya jg sok jagoan itu .,1,
Pemikiran macam apa ini 🗿,0,tiktok
RT USER: USER USER USER kafir PKI nyamar jd islam dia. yg jelek2in jkw itu kafir PKI smua.,1,fn_hatespeech_id
bangga pencapaianmu kamu,0,relabel
USER Saya NU saya tidak mengakui said aqil sebagai kiai dan saya tidak akan pilih jokowi.,1,fn_hatespeech_id
"buset, tinggi banget gedung itu",0,manual_augmentation
"""Astaga? Ratu edit muka.. Sumpah seren kayak film setan2 gitu?..""",1,tiktok_v2
mulan wanita yg baik🥰 aku yakin,0,tiktok
"kalimat itu hanya contoh linguistik, bukan serangan ke seseorang",0,manual_augmentation
"Kok ceritanya sama kyk Indonesia, mulai dari coach yg dicintai (STY) trus diganti ke Kluivert (sama2 plenger kyk Klinsmann) tapi indo beruntung karena setelah Kluivert indo dapet Herdman yg sejauh ini publik naruh harapan postitif ke dia",0,
"""Kakak sama adek sama sama cantik ya aku suka sama dua duanya""",0,tiktok_v2
"Lagi baca novel baru, seru banget ceritanya",0,cyberbullying_1000
"""Kalo disuruh melihara anjing/eric gw pilih anjing aja meski Najis tapi lebih najisan erick kontol""",1,tiktok_v2
"USER USER Keadilan .. Bilang ke org laen anti aseng, giliran akun medsosnya diblokir, demooooooo... Nyinyiiiiiir... Eh impor barang dr china pula..'",1,fn_hatespeech_id
Awalnya gue suka dia...ehh makin kesini makin kesanah,0,dataset_research
"Aku,seorang ibu aku memg nggak suka sesana murid lagak suruh belajar malah ngebuli orang,atau sesama teman.aduh nak tugas kalian itu cuma suruh belajar ,bukan suruh ngelawan,bukan suruh ngajar teman bukan suruh bolos.cuma belahar.klau sudah kejadian kamu ngejahatin temen di labrak yg ada org tua ama org tua pun jadi berantem kan.ingat orang tua nyekolahi kamu itu bukan sikit duit,untuk byk hal keperluan mu.",0,
6 HOURS AGO NOW YOURE CONNENTING ON A 15 YEAR OLD VIDEO YOUTUBE,0,
"""Jangan ada hitam diatas putih. Langsung proses""",0,tiktok_v2
babi bikin kekacauan rumah,0,relabel
Orangtuanya si pembully sudah gagal mendidik anaknya,1,
cantik saja rosa meldianti,0,relabel
"Dasar pecundang, hidupmu emang ga ada artinya",1,contrastive_dataset
sakit banget dosen nya,1,tiktok
jijik liatnya kaya ulet bulu kluget2 begitu hihihi sampai sgitunya pengen terkenal,0,relabel
"USER USER USER USER Ada kok berita nya pak geogle aja,,, oh ya kan ada peraturan pemerintah yg mempermudah masuk nya tka ke indonesia,,, jdi soal tka ngak perlu di bantah karna ada uu yg mendukung \xf0\x9f\x98\x8",1,fn_hatespeech_id
sampah si anjing,0,relabel
"Iya, TNI AD emang nafsu banget pengen ikutan di pemerintahan, doktrin kekaryaan. Makanya dia dukung Soekarno bubarkan Parlemen dgn Dekrit",1,fn_hatespeech_id
bubarkan relawan,0,tiktok
"USER Iya. Game yg diangkat pilem yg bagus apa cb? Assassin's Creed kacrut jg. Resident Evil mgkn oke.""",1,fn_hatespeech_id
banyak yang maki-maki DPR tapi pas pemilu milih partai itu lagi 😂😂😂,0,tiktok
Jangan lupa mandi,1,dataset_research
"peneliti mengumpulkan kata seperti anjing, babi, dan monyet untuk studi bahasa kasar",0,manual_augmentation
mas hansol tolong bahas juga dong siswa dibawah umur yg naik mobil ugal2an. katanya ituu juga di angkat dari kisah nyata. dan ternyata di kisah nyatanya sampe ada korban meninggal yaitu mahasiswa yg lgi kerja part time jdi delivery😢 dan pelakunya dilindungi hukum karena masih dibawah umur😢 btw itu juga diangkat jadi kasus di drama teach you a lesson dan juvenile justice,0,
abizarrrr foto lu noh di twitter masih adaa ðŸ˜­ðŸ˜­ðŸ˜­,1,tiktok_v2
USER Cupu ih',1,fn_hatespeech_id
Kmrn siapa hayo yg bilang bravi tulus hayo dia blm ketauan aja guys,1,tiktok
ngawur....,0,dataset_research
"kita bisa di tangkap kapan saja, di sadap dengan isilop kapan saja… di 86 khan dimana saja.. sehat2 penduduk Indonesia, solusinya cuman satu”PINTAR”",0,tiktok
@@ D ini saya,0,dataset_research
mau klarifikasi pun harus dandan dlu. tau bgt kayaknya dia biar g di jadiin bahan candaan wkwkk🤣,1,tiktok
12:59 Korsel gagal masuk olympic gara2 kalah sama Indonesia wkwkwkwk sukurin.. Kagak dia bahas wkwkwk,1,
"""Cantik bajunya keren warnanya bikin pangling""",0,tiktok_v2
Itu juga boleh bila perlu lengserkan ni orang pada dasarnya pengecut jokowi,1,fn_hatespeech_id
kalau USER provokasi lengeserkan Jokowi..gue ikut juga mau lengserkan Jusuf Kalla. ..biar adil biar rame.. JK tamak.,1,fn_hatespeech_id
Fix arogansi anaknya Genetik dr orangtuanya. Nah lho gamblang banget bapaknya aja gak mau kalah sampai2 harus naik banding sebanyak itu . Dengan sendirinya dia memberitahu semua orang sifatnya dan keluarga kepada khalayak umum. Padahal cukup pindah ke sekolah lain.. terus fokus perbaiki anaknya supaya berubah lebih baik dan tidak melakukan kejadian berulang.. Hadeuhhhh,1,
"Megawati : Ingat...!!!; Anda Itu Petugas Partai,; .; Santai aja Bu. ga usah marah marah gitu..; 2019 bisa diganti koq Bu; Tenang aja...; #2019GantiPresiden",1,fn_hatespeech_id
menjalankan mobil periksa astikan hewan kucing anjing yang berlindung area ban mobil,0,relabel
Si Om Bule agak geblek ya malem2 begini sepedaan.. Hmm',1,fn_hatespeech_id
folow anjing komen saja,0,relabel
"masih nyalahin baju, orang kalau nafsu sapi tetangga aja lewat",0,tiktok
muka kamu anjing gwe ganteng anjing gwe rik,1,relabel
pen nampollll,1,dataset_research
Kok bs pake buruh Cina? Kan rakyat sendiri bnyak pngangguran.Dasar rejim kodok!,1,fn_hatespeech_id
"abidzar: ""anjay sepek bet gua sepek""",1,tiktok
Sok keren lho padahal dah tua,1,tiktok
"8:17 pantes kochi bilang klo korsel lebih diatas jepang dikit krn mereka emg mainnya nyerang kagak bertahan melulu 😂, dan ya satu lagi pemain hebat belum tentu jadi pelatih hebat contoh jurgen klinsmann dan el bintang laut🗿",0,
dear bapak username cara berpakain bapak mencerminkan kepribadian bapak yang sangat lembut tetapi gagah semoga bapak username kelurahan dalam lindungan allah swt salam hormat dari yang mengagumi bapak,0,relabel
"Kasus bullying ini serius lhoo..gk bisa hanya diselesaikan di hadapan guru/sekolah,bawa kantor polisi supaya ada efek jera...STOP BULLYING!!!",1,
Wow terciduk satu persatu tim sukses anies sandi ada yg jualan fitnah,1,fn_hatespeech_id
"Allah SWT benci kafir, mengajarkan cocok2 penis dengan banyak istri, gemar mengazab, dan menjanjikan rampasan",1,fn_hatespeech_id
males beli saya gara gara lonte,1,relabel
"gagal masuk olimpiade, dan kalahnya sama siapa teman-teman???",0,
Buzz Lightyear Makeup,0,dataset_research
"Kita kan sohib, biasa aja ngomong kasarnya",0,fn_fp_reduction
perwakilan.. ????,0,dataset_research
"semngat cantik.. ayo bangkit zah kmblikan snyummu,ceriamu, kbhgiaan mmanantimu..ðŸ¥°ðŸ¥°",0,tiktok_v2
"kaya sih kaya tapi pamer nya gagitu juga, miss informasi.",0,dataset_research
lagu Ari lasso silit memang',1,fn_hatespeech_id
"Jadi Orang Minang Tidak Salah pilih, walaupun Kalah tapi tidak Ikut memenangkan Rezim penyengsara rakyat dan berpihak pada Komunis.",1,fn_hatespeech_id
username mah lihat yang main prasangka mirip elu elu haters mirip dukun dukun titisan dajjal sok pintar otak kosong sorry ye saya bala nabi muhammad yang percaya kalau sudah ditunjukkin 4 saksi bukti kalau,0,relabel
di lupa rekam jejaknya ðŸ¤£â˜ºï¸ðŸ¤£,1,tiktok_v2
RT USER USER Saya tahu sby genius politik tp apakah sby sebegitu kuat pengaruhnya sampai skrg? Atau guru punya agenda lain,1,fn_hatespeech_id
"""yang kedua dari sebelah kanan itu batik apa orang dah? kok warna nya kek taek babi si?""",1,tiktok_v2
"""Selamat Ulang Tahun kak @rosameldianti_, banyaknya sadar dan jangan pansos lagi yah. Amin""",0,tiktok_v2
merinding,0,dataset_research
username wakakak cerita seperti gituu pembelajaran saja jangan sampai ni swamik swamik pilih pelakor daripada istri hancuuurr bookk tidak bohong deh kere kismin nyungsep memang yang ngatur rezeki itu tuha,0,relabel
Bener2 ya kasian yg punya s1 s2 yg udah banyak ngeluarin duit jg udah banyak yg Pinter2 sedang orang tua ny berharap anak ku bisa kerja eeeee tau ny yg sudah enak malah tambah enak yaaa karna ada orang yg berduit jg muka 2 jadi bisa deee naik 😢😢😢,0,
dasar anak anjing,0,relabel
"""anjing tetangga memakai sweater biru""",0,manual_augmentation
kok ya dia pas bangt pakai outer pinkðŸ˜‚ðŸ˜‚ðŸ˜‚...jadinya setelah gayung pink munculah ember pinkðŸ˜‚,1,tiktok_v2
Saya prihatin sebagai rakyat Indonesia📡,0,tiktok
"Makanya kalau ngomong dipikir dulu, bego",1,cyberbullying_1000
"pemain sekelas son cuma dijadiin false nine tanpa dikasih masuk penetrasi dari sayap , cuma disuruh end pass , padahal kemampuan terbesar son itu sprint dan dribblingnya, ini cuma salah satu yg kelihatan",0,
Rezim tukang klaim..disebarkan media Dan buzzer seolah olah kerja JKW.pd hal cuma tanda tangan. URL,1,fn_hatespeech_id
"Cuma bisa ngangguin doang, nggak ada kontribusinya",1,cyberbullying_1000
omg in b4 this hits the reply limit in like a day,0,
Logo Mirip Dakar,1,dataset_research
"APBN 50 triliyun lebih untuk melanggengkan Solat & Mengaji harus dipangkas, Solat & Mengaji hilang tidak perlu BNPT",1,fn_hatespeech_id
Federasinya ternyata g jauh beda plengernya 😅,1,
sih artis jelek mah iya mukanya iyuhhh,1,relabel
"anak jaman dulu benar-benar pinter pake otak tidak pake google, kalkulator dan lain-lain kayak sekarang",0,tiktok
ga sebanding sm konten klo belanja wahh bayar gaji syulit ??,0,dataset_research
babi hutan berlari cepat,0,relabel
Teori bullshit,1,tiktok
chacu cosplay jadi wanita somalia,1,tiktok
Sudah waktunya aku mulai menjalani hidupku sendiri Mello Death Note,0,dataset_research
lagu kamu tidak laku ya mel,1,relabel
cewe caper berhayal disapa sama kaum halo dek,1,dataset_research
woyyy lahhh bjirrrðŸ˜‚ðŸ˜‚ðŸ˜‚,0,tiktok_v2
RT USER USER Hanya di rezim diktator &amp; otoriter sekarang ini. ibu-ibu ulama mahasiswa dan tokoh-tokoh muslim dijadikan tahanan politik,1,fn_hatespeech_id
Pendrive 16GB RM45. Betul harga yahudi dia bagi. Memang pangkah terus kedai tu.',1,fn_hatespeech_id
Percayalah yng tiba tiba ngak suka ini sebenarnya fans aslinyaðŸ—¿,1,tiktok_v2
Cawapres terduga korupsi e-ktp.. cagub jatengnya pun terduga korupsi e-ktp.. tapi msh blm ditindak? #2019GantiPresiden #2019PresidenBaru,1,fn_hatespeech_id
santuy saja bang tidak tanggepin btw saya suka gaya kamu,0,relabel
Hai :3,0,
"Paling ga suka sama orang kayak lo, munafik banget",1,fn_fp_reduction
minimal gincuan kak biar agak seger gtu diliatnya,1,tiktok
oplas dipermak tetap jelek pokoknya mukanya tegang kek banci sudah sekian,0,relabel
tidak monyet,0,relabel
anjing tai babi monyet manusia goblok kesal guaaa weh pengen saya banting,0,relabel
Tpi ini video lamaaaaaaaaaaaaaayy,0,dataset_research
"Seenggaknya daehoon tidak biarin anaknya benar-benar cuma di temenin jule, tapi ada ayahnya daehoon sama ibu sambungnyaâ€¦ menurutku itu udah hukuman jugasih buat jule karena tidak 100% dipercaya daehoon berarti untuk main sm anak-anaknya padahal dia ibunya",0,tiktok_v2
USER Palestina antek aseng jg tohh....',1,fn_hatespeech_id
terima kasih terbaik menghargainya,0,relabel
Anak sekolah gak punya etika kepada orang yang lebih tua😢,0,
"aura nya ituloh, aur auran 🥰",1,tiktok
"diluar Plenger Pelatih dan KFA nya, Ekspektasi Fans Bola Korsel emang tinggi bgt asli setiap 4 tahun kalo performa gak sesuai ekspektasi habis dah di hujat, karena patokan mereka itu peak performa Pildun 2002(yg agak Kontroversial). walaupun gak Nepotisme sekalipun apa gak bakal di hujat separah itu? jawabannya gak sama sekali, apalagi yg ngikutin bola Internasional, contoh aja STY, ada bekingan? ada Nepotisme? gak kan, tapi segitunya fans Sepak Bola Korsel ke dia, karena memang Ekspektasi Fans Bola nya sendiri yg tinggi banget. bahkan kedepannya kalo Pelatih dan KFA sesuai dengan system tapi performa Timnas Korsel buruk, gak bakal ada yg berubah, bakal tetep keulang terus.",1,
"""Masih jauh kalo ngarep bisa ikutan kontes miss earth , makanya dari kecil les inggris biar lidahnya gak keseleo""",1,tiktok_v2
"Coba restoran baru, makanannya lezat sekali",0,cyberbullying_1000
mencari rejeki untuk keluarganya yang tidak berkenan tolong kekerasan,0,relabel
"ternyata emang ada makhluk seperti ini, kukira cuma mitos",1,dataset_research
"USER USER USER USER Memang para cebong klo ngomong sperti itu. Jauh dr ilmu dan wawasan krn memang rata\xc2\xb2 org bodoh yg mudah untuk dibodoh\xc2\xb2i. Jadi cuma caci maki, ngomong ngelidur tanpa ilmu.'",1,fn_hatespeech_id
mukak kamu mirip tapir kuda asu sok ganteng sekali kamu,1,relabel
menurut saya desain panggungnya terlalu ramai dan terkesan kampungan,0,manual_augmentation
gawat dia sudah beli kuota,0,dataset_research
Generasi milenial sampah,1,
"""Kak Jerome, bagi trik biar bisa paham dan ingat cepat rumus matematika, dung:)""",0,tiktok_v2
"Nggak usah minder, semua orang punya proses masing-masing",0,contrastive_dataset
kalo bukan arhan gw gak tau dia siapa ðŸ™ƒ,1,tiktok_v2
Terima Keputusan Presiden Kalau PKI Muncul GEBUK!!!,1,fn_hatespeech_id
ebih seru baca komen netizen,0,tiktok
minimal cuci muka,1,dataset_research
"""anjing penjaga itu menggonggong saat motor lewat""",0,manual_augmentation
"Lagi belajar skill baru, excited banget",0,contrastive_dataset
"Film tadi bagus, plotnya menarik sekali",0,cyberbullying_1000
cinta monyet suka2 nilai2 fisik yang disukai cinta hewan sesamanya cinta sejati cinta pada anaknya penuh kasih,0,relabel
"Allah SWT dungu & biadab memang bukan Tuhan, kurang kerjaaan, hobi mengurus masalah seputar cocok2 penis",1,fn_hatespeech_id
Marahin doang kurang lah ada balesan fisik juga harus nya,1,
username aslinya cantik ayu loh mbak karena bertemu langsung sesembaknya ramah sombong mantan2 yang hhe maaf nimbrung kalau makeup senatural karena sesembaknya menonjolkan wa,0,relabel
anak tolol aktif ya bund,1,relabel
@Lapscle NEVER GONNA BE SIGMA,1,
muka lu kayak keset welcome bang,1,dataset_research
janji ga di kejar bank??,0,dataset_research
Jatuhnya kayak nahan kedip kak drpd nahan tawa ??,0,dataset_research
"""Raisa sekarang ngak monoton?. Jadi suka deh?. Sering2 kek gini?.""",0,tiktok_v2
"""Di foto tirus.. Kalo di video wariorr kok mukanya kek donat gak ada bentuknya""",1,tiktok_v2
USER ; Polisi sebagai alat kekuasaan rezim ; #2019GantiPresiden,1,fn_hatespeech_id
masyaallah mamah gigi bening bet sudah sehat mamah gigi dan keluarga,0,relabel
bu ameeel sudah tidak bank kangen bu amel yang cantik ramah ama kangen tentengannya hihiii tanya si mba bu amelnya pindah rumah lagi hamil sehat2 yaa bu amel salam annabel,0,relabel
hp doang iphone tp rumah mau ambruk,1,dataset_research
USER PR apa pak??!!! Buktinya lowongan kerja aja dikasih ke Aseng!!!! Anda ini kebanyakan bohong sama rakyat !',1,fn_hatespeech_id
"""Mel disini kamu keliatan cakep""",0,tiktok_v2
USER apel malang ada tp masih impor apel cina dan amrik... gitu yg namax bangga produk indonesia...???,1,fn_hatespeech_id
Ih kaki gerobak,1,dataset_research
lupa edit ya itu muka melar,1,relabel
setan memang melet2 teross jijik asuuu,1,relabel
Wah buka hp langsung dibranda coki pardede auto klik😅,1,
anjing tukang fitnah kamu pendukung yang didukung saja tukang hoax fitnah,0,relabel
kalo belom di pukul ga bakal jera ni orang,1,dataset_research
sudah ka tidak usah digubris tidak usah dipikirin bersyukur saja nikmat tuhan sudah dikasih kaka tidak usah ngatain orang ka tetap bersyukur nikmatnya,0,relabel
"Betapa malangnya negara ini, kasi makan,fasilitas mewah ke orang macam ini..",1,tiktok
dengar 2 yang menyakitkan hati tenang jalanin saja pilihan andah bahagia hatimu maju terus sukses pasangan mu,0,relabel
Rambutnya sangat klinik,0,dataset_research
wkwkw idungnya ngeselin bgt ya,1,dataset_research
"""babi termasuk hewan omnivora""",0,manual_augmentation
Cinn cantik bangettt😭,0,tiktok
AKWKWKW kasian anjer definisi bikin trik marketing tapi malah bablas eh jadi dibuli satu indo dia. Kgak tau org indo tangannya lemes diinet ya??,1,dataset_research
Tahukah Anda apa persamaan antara malin kundang dengan Ahok? mereka berdua sama-sam DURHAKA!!!!!!! #ASBAK #iklanahokjahat #kampanyeahokjahat,1,fn_hatespeech_id
"""warga mengeluhkan suara anjing liar saat malam""",0,manual_augmentation
bikin malu,1,dataset_research
"makanya kalo jerawatan jgn di pencet, malah bopeng anjir",0,dataset_research
eh kk kurusann jadikyak triplek??,1,dataset_research
Jimin: *ngasih link* dasar maho.\nJIN: SUEEEEE LO NGESHARE APAAAN LO KATA GUE MAU SAMA DIA IDIH OGAAAAH\nRM: GUE MASIH DOYAN CEWEK BURUAN APUSSSSSSSSSSSSSS',1,fn_hatespeech_id
RT USER USER Manusia manusia iblis yang minta KPK itu Di bubarkan klu KPK Bubar manusia 2 iblis ini pasti senang Hati .,1,fn_hatespeech_id
katanya IQ rata2 warga sini turun dikit lagi setara gorilla. Jadi masih jauh dari pintar. Lebih dekat ke gorilla 😂,1,tiktok
mamakmu pelacur bajingan kamu buktikan kamu anak pelacur bajingan,1,relabel
jule jule inget anak anak kamu sumpah gregetan ðŸ˜­,0,tiktok_v2
benderang bahwa pemerintah Jokowi diktator,1,fn_hatespeech_id
"USER USER Lbih baik gtu dri pd munafik, sok mlu tapi mau'",1,fn_hatespeech_id
USER cebong emang jagonya bikin dan sebar hoax',1,fn_hatespeech_id
“ga diundang premier” la pikirmu ra butuh penonton a reng? 😭🙏🏻,1,tiktok
"""kemasan makanan itu jelek tapi isinya enak""",0,manual_augmentation
"USER Stupid idiot, coba di luar negeri BBM naik tiap saat tdk ada yg protes.'",1,fn_hatespeech_id
kemarin termewek2 sekarang lengket lagi duhhh labil sangat sih mbak kya abege saja atau yang kemarin cari sensasi biar top markotoppp ertong tidak berkualitas,0,relabel
Ko Cave dari Kingki Dia Ngmpng ????,1,dataset_research
"#ILCBoedionoCentury ketika ini terjadi, saya ikuti kasus ini cukup intens. Meski sekarang agak lupa...; Tapi kuncinya kita cuma butuh 2019 Ganti Presiden! Itu...",1,fn_hatespeech_id
MUKA nya udah kelihatan,1,
Bisa pak asal dpr tekan jokowi kalau jokowi menolak dpr bikin hak angket untuk turunkan jokowi,1,fn_hatespeech_id
OrangTua pelaku selaku Nenenya malah membela anaknya tidak mengajarkan anaknya Sopan santun,1,
KFA dan PSSI sama2 plenger 😂 KFA abis bento dikasih kkismen PSSI abis shin tae yong dikasih patrick ada2 aja memang remahan dunia ini w😅,1,
"USER USER Om ini di tangkep jg g y? Klo dosen usu j di tangkap,klo om ini nggak berarti ""sontoloyo"".\n#2019GantiPresiden'",1,fn_hatespeech_id
Kerenâ¤ï¸â¤ï¸..... Bongkar sampai tuntas,0,tiktok_v2
"""suasana ruang tunggu seperti kapal pecah""",0,manual_augmentation
cintamu sebatas kertas wkwkw enteng bang,0,relabel
Happy 20th birthday,0,
ini gara2 indra. coky bisa make lagi coookkkk WKAKWKWKWAKWKAKWK:face-purple-crying::face-purple-crying::face-blue-smiling::face-blue-smiling::face-blue-smiling:,1,
dari awal juga udah nyangka gabakal nikah sama si hamil,1,tiktok
jefri nikol yg senga aja msh good attitude 🤣,0,tiktok
Kehidupan di ibukota semua publik dan orang -orang pro tahu bahwa dia sudah cukup dan Tuhan tahu kebenarannya??????,0,dataset_research
"RT USER: prabowo subianto ketika menjadi ""aktor"" di TNI ketika 98 pun jabatannya adalah Pangkostrad. hampir saja berhasil ""kudeta""",1,fn_hatespeech_id
Tahun ini masyarakat Korsel lagi bener bener frustrasi. Sepak bolanya gagal masuk 32 besar Pildun dan Tim bola volinya dikalahkan Indonesia di final AVC Cup 2026. Padahal di cabor voli mereka merasa superior lawan Indonesia. Di babak awal menang 3-0 lawan Indonesia. Tapi di final justru kalah 0-3 lawan Indonesia.,0,
"""Muka lu kaya tai wkwkwk""",1,tiktok_v2
USER USER Tenggelam kan kunyuk pengkhianat penghancur bangsa yg satu'a lagi pak URL,1,fn_hatespeech_id
Kenapa polisi di indonesia seperti ini ya ðŸ•,1,tiktok_v2
"Kamu Jahat bngt sih, jd sedih gwðŸ¥º",1,tiktok_v2
maaf saya nyamain kamu dugong memang,1,relabel
bubarkan Bunda.,0,tiktok
"USER USER tak terbantahkan, dialah yg GOBLOG'",1,fn_hatespeech_id
lagu barunya mbak tata kisah rumah tangga mbak tata mbak tata benar-benar sayang get suaminya syukur baikan semoga awet,0,relabel
"Nggak terima aku anak kayak gitu aku ingin pihak sekolah keluarin dari sekolah, dan tidak diizinkan masuk ke perusahaan apapun agar dia nggak dapat kerja dimasa depan",1,
"""Titisan dakjal emg lo nyet""",1,tiktok_v2
hey anak bangsat babi pesek buruk rupa keriting pengen penggal leher kamu sampai putus lumayan makanan buaya,1,relabel
"Sebenernya selama tiap kalah respon masyarakat se horror itu, ya pelatih dan pemainga akan leluasa pasti otaknya kebagi sama banyak pikiran . Mau sebagus apapun pelatihnya ga akan works . 😊😊",1,
ini kalau di korea bakalan gak jdi tayang sih...,0,tiktok
"""Gk salah kalo kak syifa cantik mamahnya aja cantik bgtt!! Jujurr""",0,tiktok_v2
maaf mukanya jelek attitude nya buruk spesialis plagiat ketauan,0,relabel
anang muka nya kaya babiii begitu saja demenin jijikk,0,relabel
Jawabannya. Karena Masyarakat korea RASIS no 1,1,
"Gua lebih setuju komentar ini ketibang Ngelantur.. bener kata gerald kalo mau nonton sisi manusia nonton aja Social Experiment wkwkwk, Namannya aja udah ""Game"" acara TV harus seru lah.. 😂",0,
"""Sepertinya Lutfi setelah putus dgn salsa seperti orang stress""",1,tiktok_v2
woy tony bangsat are you liverpool shit fan do you know liverpool is fuckin bullshit like city hah anjing,1,relabel
Asenmmmmm😂,1,
babi berisik sekali malam,0,relabel
USER Tanya amin rais.. Dulu dia yg bikin kacau dan nyuruh reformasi. Pilkada salah satu hasilnya.,1,fn_hatespeech_id
"Sudah jelek, nggak punya otak pula",1,cyberbullying_1000
"nah loh, giliran datanya kesebar baru deh buka mata 🗿",1,tiktok
"""Ya allah kek anak yg msh batita klo lg ngambek manyunnya begitu, gemes hahaha""",0,tiktok_v2
anjing tetangga saya pintar sekali buka pintu,0,relabel
"RT USER: admin kok dendaman, gausa jd admin tolol'",1,fn_hatespeech_id
"""Kereennnn.. dari bully.an netizen menjadikanmu mau belajar""",0,tiktok_v2
unfoll saja dosa ngebully2,0,relabel
"""anjing, kaki saya kejedot meja""",0,manual_augmentation
bedain bajingan yang nangkap bajingan tidak goblok kamu cok,1,relabel
"botak ngak ada rambut,,dia ngk ad otak🤣🤣",1,tiktok
Doi tuh native speaker ya.\n\nMother language-nya english.\n\nKomen dijaga dong bangsad',1,fn_hatespeech_id
Waduhh revisi KUHAP sementara UU perempasan aset belum di sahkan ðŸ˜®,0,tiktok_v2
selagi tidak punya power tidak bakal bisa ngapa-ngapain😂,0,tiktok
masyaallah bagus sekali,0,relabel
YOOOOOOOO,0,
Aku baru adopt kucing baru so cute banget namanya Milo,0,codemixed
"""2 ekor anjing dan satu buaya makan jambut""",1,tiktok_v2
USER USER USER USER Si roki garong bukan hanya bodoh bahkan dia orangutan paling dongok... dia mmg ga nyebut kitab suci agama tertentu... berarti dia anggap semua kitab suci adalah fiksi... benar2 pemikiran seorang,1,fn_hatespeech_id
Mangkanya jangan songong. Sok2an nggak butuh nitisen. Lah kamu jualan apa nggak nungguin nitisen datang untuk beli jualan mu.😅,1,
"RT USER Mantap bravo pasangan ideal cocok tuk 2019. Tumbangkn kaum antek"" cina.",1,fn_hatespeech_id
Semoga cepet recover ya get well soon kita kangen kamu,0,codemixed
Selalu ingatkan diri Anda untuk tidak selalu menunjukkan kegembiraan orang -orang frustrasi yang selalu saya ingat,0,dataset_research
"Saya pribumi, Kristen dan mendukung Ahok. Tapi saya paling anti dengan manusia2 bodoh dan goblok seperti Steven Hadisurya Sulistyo.",1,fn_hatespeech_id
bencong rombeng menjijikan gay juga,0,relabel
Sprti Tante pikmi,1,dataset_research
Katanya sahabat tapi dibelakang kayak tai',1,fn_hatespeech_id
"What a heeeeeeeeeeeeell, YOUTUBE!!!",0,
"ini bapaknya sama aja malu""in dirinya sendiri. ngebawa kasus kesana kemari gada habisnya. sama aja ngasih tau ke seluruh dunia kalo anaknya ndablek 😭😭😭😭",1,
pria setia pekerja keras tidak malu pilih pilih cari nafkah kebalikan beda sangat kenal mentang2 ganteng pilih nganggur ketimbang jadi ojol sudah begitu istri diselingkuhin kalau maunya,0,relabel
Body shaming itu wrong banget we should respect everyones body,0,codemixed
"Apaaaaaaaaaan.. an tuh ! ?; ; Babeh Jajah ajah kepengenan Presiden Baru kagak muluk2, katanye nyang penting... ; Yg Berakhlak, Beragama, dan Berbudaye.; ; Ane tambain boleh ye beh..?; Jgn nyang kang Bo'ong / Ngibul ; Planga-Plongo kaye Dil'aun ?; ; #2019G",1,fn_hatespeech_id
engga ada tampang sedih dn menyesal. beda sama si logo Dufan. smpe bengkak matanya,1,tiktok
titid monyet kamu,0,relabel
Yang jelas orng korea itu termasuk orang2 paling rasis di dunia..,1,
Untung kawan sekolah aku anak org miskin semua JD gadak yg sok mantap wkwkwk,0,
alisnya beda sebelah jir,1,tiktok
“pengen belajar sama karakter ini” tapi kemarin bilangnya mau bikin karakter versi dia😭,0,tiktok
Baru beli new phone kemarin seneng banget finally,0,codemixed
KEREN BGT PROMOSI FILM NYAA😭😭😭,0,
p5 asu,0,
wow 18hours before,0,
Dah gua langsung unfollowðŸ˜Œ,0,tiktok_v2
Untung udah ada undang undang di Korea yang anak pembully gak bisa masuk univ manapun,1,
