Column1,Label,clean_text,String,encoded_label,new_label
1245,negatif,username saya memang kador artis benar komen kamu tolol sumpah kenal nilai artis hahaha orang indo juga setuju kalau kador artis tetapi celebgram dari kampung kamu tahu bedanya artis dengan selebgra,<USERNAME> gw tanya. Emang kador artis beneran? Komen lo tolol sumpah. Masa harus kenal dia buat nilai dia artis atau bukan. Hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung. Lo tau kan bedanya artis dg selebgra,0,1
1246,negatif,username hahahaaaa terus saya kamu tolol pakai tanya kador bencong tidak belum kenal wkwkwkwkw eh orang juga nilai si kador bencong benar dari gerak gerik melambay suara ngondek pakai baju cewek nyaman cowok itu,<USERNAME> hahahaaaa trs gue tanya. Lo tolol? PAke nanya kador bencong atau ngga padahal blm kenal wkwkwkwkw. Eh semua org jg bisa nilai si kador bencong beneran dr gerak gerik melambay suara ngondek dan pake baju cewek begitu nyaman. Mana ada cowok tu,0,1
1247,negatif,username maklumin shaaay fans gatis keras otaknya bebel realita juga tidak terima halnya nagita artis sudah dari jaman eh bilang numpang tenar rapi mamad padahal yang jadi si mamad gede y ph n,"<USERNAME> maklumin shaaay... Fans gatis keras itu otaknya bebel, realita seperti apa jg ga bakalan dia terima... Seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad,pdhl kan yg jadiin si mamad gede y PH n",0,1
1248,negatif,username bee idih najong kamu tag2 orang nimbrung saja kek mujaer kamu tidak terkenal kalau tidak bawa2 nama ayu ting ting sama nagita duh bodoh dipiara kasihan,<USERNAME>.bee idih najong lu tag2 org! Nimbrung aja kek mujaer lo! Dia ga bakal terkenal klo ga bawa2 nama ayu ting ting sm nagita! Duh bego dipiara! Kesian,0,1
1249,negatif,langsung bilang yang maksud kalau gini namanya munafik,"langsung saja bilang siapa yg di maksud, klu gini namanya MUNAFIK!",0,1
1250,negatif,jedar memang muka 2 kali di depan di belakang busuk mulutnya kek banci cucoklah 2 banci itu,"Jedar emg muka 2 kali, didepan baik, dibelakang busuk, mulutnya kek banci cucoklah 2 banci tu",0,1
1251,negatif,amit amit deh orang jahat penjilat pembohong pelakor jijik sekali,AMIT AMIT DEH ORANG JAHAT... PENJILAT PEMBOHONG PELAKOR JIJIK BANGET,0,1
1252,negatif,wkwkwkwk ya allah ya tuhan aku kenapa orang-orang munafik ni tetapi sok suci mulan jamela ayu ting2 ngikuti jejak a wkwkwk username,"Wkwkwkwk... Ya Allah ya Tuhan ku knp lah org2 munafik ni tp sok suci, mulan jamela kan ayu ting2 ngikuti jejak a bukan? Wkwkwk <USERNAME>",0,1
1253,negatif,dulu si pelakor yang sombong karena brhasil mendapatkan si botak sampai mnceraikan bunda maya sekarang hdp nya mkin anjlok bunda maya yang sering jelong2 kluarnegri,"Dlu si pelakor ini yg sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya,skrg hdp ny mkin anjlok malah bunda maya yg sring jelong2 kluarnegri..??????",0,1
1254,negatif,hahhahaha sesungguhnya allah swt melaknat wanita perebut pezina suami sah oranglain,Hahhahaha dan sesungguhnya allah swt melaknat wanita perebut dan pezina dengan suami sah oranglain ????????,0,1
1255,negatif,w lina2706 hemmmm capekmiskin sist sekarang balik kere lagi jadi artis juga tidak laku sudah karma itu username dari sirik nyinyirin nyonya tuh bantuin jualan cireng nya tuh cilok nya tuh untunnya liburan monaco bromo terus,"@w.lina2706 hemmmm capekmiskin sist, skrg blik kere lg jd artis jg g laku, dah lah karma tu pasti ada... <USERNAME> dr pada sirik nyinyirin nyonya, tuh bantuin jualan cireng nya tuh, cilok nya tuh untunnya buat liburan monaco, jangan bromo trus",0,1
1256,negatif,kepo sama nyonyiah kamu jongos username memang tetehlu pas hamil peak sudah dinikahin brojol anak baru sirih memang lonteeeee kelas akun jamahliur junjungan hehe,Kepo juga sm nyonyiah lu jongos <USERNAME> emng tetehlu pas hamil peak udeh dinikahin ?? Brojol anak br di sirih EMNG LONTEEEEE kelas akun jamahliur dan junjungan hehe ??????,0,1
1257,negatif,eh jongos cba saya duluan yang tanya sama kamu memang nyonyiah gembar gembor sudah nikah adakah nyonyiah ngaku sudah nikah dari tetehlu yang lonte perek brojol ngaku nikah siri sama laki nyonyiah hamidun sapeak anak ilegal dibilng fitna keji haha lonte menolak lupa xixix username,"Eh jongos cba gue duluan yg nanya sm lu .. emng nyonyiah ada gembar gembor udah nikah.. adakah nyonyiah ngaku udeh nikah ???? Dr pada tetehlu yg lonte perek itu tiba"" brojol dan ngaku nikah siri sm laki nyonyiah dan hamidun sapeak anak ilegal dibilng FITNA KEJI haha lonte menolak lupa xixix ?????? <USERNAME>",0,1
1258,negatif,username saya currr ya bunmai sudah nikah tetapi janda janda suami nya rampas mulan jameela menjijikkan sekali ya mulan jameela sebelum rumah tangga bunmai hancur sudah berani bilang dani suami aduha sudah wanita be,"<USERNAME> sini gua jawab currr ya bunmai sdh pernah nikah Tp sekarang janda dia janda karena suami nya di rampas Mulan jameela,menjijikkan banget ya Mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang Dani suami bersama aduha udh wanita be",0,1
1259,negatif,w lina2706 username lucu saja ya sist lonte bela2 mati2an guoblok pelihara bayar begitu muljamban sampai bikin account username maia nikah belum nikah urusan situ nyinyirnya sirik nya,"@w.lina2706 <USERNAME> lucu aja ya sist, lonte di bela2 mati2an... Guoblok di pelihara, di bayar berapa gt sama muljamban, sampe bikin account <USERNAME> mau maia nikah atau blm nikah apa urusan situ, kelihatan nyinyirnya sirik nya. Sekarang balik",0,1
1260,negatif,yaela muljem seperti stu benar saja gag ingat sudah ngrusak kbhagian klwrga orang bodoh di prtahanin y gini,"Yaela muljem kyak stu bner aja. Gag inget apa udh ngrusak kbhagian klwrga org. Bego d prtahanin y gini ini,",0,1
1261,negatif,lakik suka banci banci kawinin banci jijik,Banyak lakik doyan banci! Jadi banci & kawinin banci.... jijik!,0,1
1262,negatif,username comment yang lihat berapa pengguna medsos yang bodoh bunyi situ sehat pakai hijab masi nyinyir saja,"<USERNAME> itu comment yg tidak anda lihat, ada brp banyak. Jangan jadi pengguna medsos yg bodoh jangan asal bunyi. Situ sehat pakai hijab masi nyinyir aja??",0,1
1263,negatif,username malu tuh kerudung kamu sayang ibadah nya sholat saja daripada nyinyirin orang dandanan sudah sok suci mulut nya kaya sampah,"<USERNAME> malu tuh sama kerudung lu sayang, sama ibadah nya. Sholat aja drpd nyinyirin org dandanan udh sok suci mulut nya kaya sampah??",0,1
1264,negatif,username tolong baca arti dari comment sudah kerdus bodoh lagi bilangin orang tua nya besok kalau masak pakai mecin jadi sudah kerdungab tidak sesuai mulut besok makan salmon kalau tidak besok deliv rumahmu,"<USERNAME> tolong di baca arti dr comment saya, udah kerdus+bodoh lg bilangin org tua nya besok kalo masak jangan pakai mecin, jd udah kerdungab ga sesuai mulut. Besok makan salmon kalo g mampu besok aku tak deliv ke rumahmu .",0,1
1265,negatif,maaf mukanya jelek attitude nya buruk spesialis plagiat ketauan,"Maaf mukanya jelek terus attitude nya buruk,,spesialis plagiat,,dan ketauan pula ,,,",0,1
1266,negatif,orang otaknya tidak sekolahin ya resiko sudah upload sosmed ya dapat perbincangan netizen public figure tidak otaknya,"ini orang otaknya ga pernah di sekolahin ya? itu resiko ketika udah upload sesuatu di sosmed, ya pasti bakal dapet perbincangan dari netizen. public figure kok ga ada otaknya.",0,1
1267,negatif,artis kampungan wkwk,Artis kampungan wkwk,0,1
1268,negatif,iyaaa saya pacaran sudah nikah tidak senorak eloo tidak risih memang jangan aplod perhatiin followers kamu yang lumayan tar terbawa norak,"Iyaaa gue pernah pacaran? Udah nikah malah, tapi gak seNORAK eloo.. Gak risih emang? Jgn asal aplod, Perhatiin followers lu yg lumayan banyak itu, tar kebawa norak.",0,1
1269,negatif,y ampun pnyanyi dangdut tenar songong bangt bacotnya ingin cari sensasi kmpungan bangt deh amit amit bool ko di instastory,y ampun pnyanyi dangdut kurang tenar songong bangt BACOTNYA ??pngn nyari sensasi tapi kmpungan bangt deh amit amit bool ko d instastory,0,1
1270,negatif,waaaaoooo sopan bahasami kelasmu heeeehh yang repot ama hidup kamu siapahh elu live nampilin hal2 tidak yang nggilanikk menjijikkan diliat orang ya pantes dikomen kalau tidak mau dikomen videoin pribadi saja nonton kamu ama keluarga kamu rumah tambah niy ertong yang tidak punya attutude kampungan,Waaaaoooo..sopan sekali.. bahasami menunjukkan kelasmu !!! Heeeehh.. yg repot ama hidup lu siapahh ?? Elu live nampilin hal2 gak penting..yg nggilanikk.. menjijikkan..diliat org banyak.. ya pantes lah dikomen..klo gak mw dikomen videoin pribadi aja.. nonton sendiri lu ama kluarga lu di rmh.. nambah lagi niy ertong yg gak pny attutude!! Kampungan!!,0,1
1271,negatif,norak sih mirip tidak malunya kalau bilang terserah ya sudah simpan fotonya tidak dibagi kesemua orang dipamer ke mana resikolah dinyinyiri orang insecure sekali kudu ya pamer2 begitu biar orang ngerti kalau si mbaknya sudah py pacar yang dipamer2 pantatnya kampung sangat,"Norak sih,kayak ga ada malunya.kl dia bilang terserah dia,ya udah,simpan fotonya.gak perlu dibagi kesemua orang.lah ini dipamer kemana,resikolah dinyinyiri orang.Insecure banget,kudu ya pamer2 gitu biar semua orang ngerti kl si mbaknya udh py pacar yg bisa dipamer2 pantatnya?Kampung bgt",0,1
1272,negatif,kok marah sehhh dasar wanita kampungan,Koq marah sehhh???dasar wanita kampungan...??,0,1
1273,negatif,kampungan artis yang numpang tenar gara2 mukanya katy perry doangÃ¶,Kampungan.... Artis yg numpang tenar gara2 mukanya mirip Katy Perry doangÃ–,0,1
1274,negatif,susah kalau artis kampung,Susah kalo artis kampung,0,1
1275,negatif,ah min saya lama2 tidak suka akun nih berita nya basi kamu liat min si kellen amora datang pakai jingkrak2 kamu saring min biar berita nya tidak blunder kamu posting itu kd sudah posting videon kellen ma amora joget2 ma si arsya arsyi,"Ah min, gue lama2 gak suka sama akun ini nih! Berita nya basi! Lo liat dong min.. itu si kellen sama amora lagi dateng.. pake ikut jingkrak2 kok!! Lo saring dulu dong min.. biar berita nya gak blunder.. lo posting juga tu KD udah posting videon kellen ma amora lagi joget2 ma si arsya arsyi!!",0,1
1276,negatif,username iya kamu bening kelewat bening buluk ya mbak mbaknya telan apasih komen kaya gini kesurupan,"<USERNAME> iya""km bening, kelewat bening jadi buluk kan ya mbak ?? mbaknya baru nelen apasih komen kaya gini? Apa baru kesurupan ?",0,1
1277,negatif,sekeluarga ngefans kagum lihat username nya deh lihat anak nya yang jelek buluk username hermansyah username kutuk yang menimpa bunda kd untung allah swt menggantikan amora adik nya gemezzzzzzz lihat nya cocok sekali anak artis class bunda kd,"kita sekeluarga sangat ngefans dan kagum lihat <USERNAME> semua nya deh.tapi lihat anak nya yg jelek,buluk kan. <USERNAME>.hermansyah <USERNAME> kutuk kan apa yg menimpa bunda KD untung Allah swt sudah menggantikan amora dan adik nya.gemezzzzzzz lihat nya cocok banget jadi Anak artis se class bunda KD ??????",0,1
1278,negatif,memang dasar si anak nya saja yang lebay urusan pribadi umbar biar blow up hadehh gunanya whatsapp sms or telp suka aneh,Emang dasar si anak nya aja yg lebay....urusan pribadi di umbar..biar di blow up... hadehh..gunanya whatsapp sms or telp buat apa..suka aneh....,0,1
1279,negatif,coba liat bibir mu sayang pantat ayam wajah mu bulukan kentut perfectoooo,"Coba liat bibir mu sayang, seperti pantat ayam. Wajah mu bulukan seperti kentut?? perfectoooo?",0,1
1280,negatif,gagal fokus dengar suaranya kok jengkel ya dengernya sorry hanya manusia kalau jengkel,Gagal fokus dengar suaranya.. koq jengkel ya dengernya... sorry cuman manusia biasa kalo jengkel????,0,1
1281,negatif,muljem bicara tidak blepotan tidak nyadar hidup enak saja pakai rebut laki orang,"Muljem ngomong gak jelas blepotan, gak nyadar mau idup enak aja pake rebut laki orang dulu",0,1
1282,negatif,lucu ya si yang bikin kata2 bawa2 tuhan sudah kepepet tidak tahu orang yang merusak rumah tangga orang merobohkan bangunan masjid mbak nya bayangin saja nya dosa mu nasi sudah jadi bubur mba nya semoga bahagia dunia,??lucu ya si yg bikin kata2.bawa2 Tuhan.kalau dah kepepet. Masa dia ga tau ibarat apa org yg merusak rumah tangga org.ibarat merobohkan bangunan masjid mbak nya.bayangin aja seberapa besar nya dosa mu.nasi dah jdi bubur mba nya moga bisa bahagia di dunia.??,0,1
1283,negatif,iyah benar merubah pandangan tuhan elu setan mikirrrr suami majikan diembat,Iyah bener. Tidak Akan merubah pandangan Tuhan terhadap Kita. Terutama elu Setan!! Makanya mikirrrr.. suami majikan kok diembat!!,0,1
1284,negatif,gilingan mulan jalang lagi kasih ceramah hahahaha dasar cireng tidak tahu tidak ngaca si cireng lagi ceramah sok2 seperti pahlawan kesiangan biar berteman ama sekuter seperti selpii,Gilingan mulan jalang lg kasih ceramah. Hahahaha . dasar cireng gak tau diri gak pernah ngaca. Si cireng lg ceramah sok2 kyk pahlawan kesiangan biar bisa berteman ama sekuter kyk selpii ini.,0,1
1285,negatif,ya pandangan tuhan kamu jelek sih saya perebut suami orang tuh mulia dimata tuhan,"Ya pandangan Tuhan terhadap lo juga jelek sih gue rasa, dikira perebut suami orang tuh mulia apa dimata Tuhan?????????",0,1
1286,negatif,karena sejatinya kamu setan berwujud manusia karena pekerjaan setan ya menggoda manusia,"Karna sejatinya kau adalah setan berwujud manusia ,,karna pekerjaan setan ya menggoda manusia ????",0,1
1287,negatif,tidak mba username baca netizen yang menyesal tidak bisa nimpuk telur si mulan saya saja tertawa bacanya karena terwakili ya ngapain buang2 waktu ketemu orang tidak mutu dengan si mulan masih untung nyempet2in bisa nuli biar nyadar tuh pelakor tidak harga mending ketemu orang baik2 seperti bunmai ketularan aura positifnya,Pernah ngga mba <USERNAME> baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan..gw aja ketawa bacanya krn terwakili. Ya ngapain buang2 wktu ketemu orang gak mutu dng si mulan...msh untung nyempet2in bs nuli? disini biar nyadar tuh pelakor ga punya harga diri. Mending ketemu org baik2 spt bunmai...ketularan aura positifnya.,0,1
1288,negatif,editanx paraaaahh oplas saja laaah nyai daripada ngedit2 gn hahaa kan maluuu,Editanx paraaaahh...oplas aj laaah nyai drpd ngedit2 gn hahaa kn maluuu,0,1
1289,negatif,jelek lecek bantet,"jelek,lecek,bantet ??????",0,1
1290,negatif,gini pengen tenar ya ampuuun malu kalau anaknya yah kasihan,Gini amat pengen tenar ya ampuuun...malu kalo jadi anaknya yah kasian,0,1
1291,negatif,heran saya mak username kenapa saja pakai ma an v pesbu r nya bederet skandal bertubi2 tidak malu nya muka tembok tidak faedah nya nonton acara yang si manusia kardus,"Heran gw mak <USERNAME> knp dia masih aja di pake ma AN*V di pesbu**r. Kasus ny bederet, skandal bertubi2.... Gk ada malu ny ?? muka tembok ?? sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini ??",0,1
1292,negatif,wey orang goblok bedain vape shisha sama rokok kamu merokok pakai acara tidak ngaku,"wey org goblok juga bisa bedain vape, shisha sm rokok. jelas jelas lo ngerokok pake acara ga ngaku segala",0,1
1293,negatif,jijik liatnya kaya ulet bulu kluget2 begitu hihihi sampai sgitunya pengen terkenal,Jijik saya liatnya...kaya ulet bulu kluget2 gitu...hihihi..ampe sgitunya pengen terkenal...!!,0,1
1294,negatif,jablay anjir mukanya murahan bangetttt najisss,Jablay anjir mukanya... Murahan bangetttt najisss,0,1
1295,negatif,username alycia iya sist jijik sekali saya liatnya sok suci ngatain orang kalau saya sih malulah artis papan otak tidak fikir kalau bicara ketauan sangat tidak ada wibawanya kalau memang nyadar tahu berkomentar manusia tidak ada yang,"<USERNAME>.alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ,ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg",0,1
1296,positif,sabar yaa insya allah pembuka pintu syurga penghalang api neraka orang tuanya,yang sabar yaa.. insya Allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,10,1
1297,positif,lagu barunya mbak tata kisah rumah tangga mbak tata mbak tata benar-benar sayang get suaminya syukur baikan semoga awet,Lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata.... jadi rasanya mbak tata bener2 sayang get sama suaminya... syukur kalau baikan.... semoga awet...,10,1
1298,positif,yang komen si mbak tidak sedih ketawa2 ya iyalah kalau sudah disakiti sama pasangan sampai berlarut2 ngapain sih sedih sampai depresi serahin sama allah saja bawa happy saja mski sakit si mba senyum2 wajahnya tetapi hatinya tahu senyumannya bisa jadi menetralisir kondisi hatinya yang lagi terpuruk pepatah bilang kalau bahagia jangan trllu bahagia kalau sedih jangan trllu sedih diimbangi saja biar tidak gila,"Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah klo kita dah disakiti sm pasangan smpe berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sm Allah aja..bawa happy aja mski sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang ,, klo bahagia jgn trllu bahagia, klo sedih juga jgn trllu sedih... diimbangi aja biar ga gila ??????",10,1
1299,positif,suka sekali pasangan semoga gigi raffi keluarga sakinnah mawaddah warrahmah semoga pihak2 memisahkan jodoh maut memisahkan amin,"Suka banget sama pasangan satu ini. Semoga gigi dan raffi menjadi keluarga sakinnah, mawaddah, warrahmah. Semoga tidak ada pihak2 yang ingin memisahkan mereka. Jodoh sampai maut memisahkan. Amiin",10,1
1300,positif,jemima anak angkat celine eleeya anak hubungan celine dirly terharu tahu jemima anak panti asuhan rawat wajar stefen pilih celine karena hatinya,"Jemima kan anak angkat celine, eleeya anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat. Dan wajar kalau stefen lebih pilih celine karna hatinya baik",10,1
1301,positif,lucu yang bilang stefan menghabiskn muda wkwk umurnya mah tidak muda mukanya saja yang baby face bersyukur bonus celinenya dulu mantannya begimane dibawah umur ude pacran mcam laki bini hiks selepas itu deh susah mengambil keputusan kaya stefan tipical cowok yang tnggung jwabnya,Lucu yg blg stefan menghabiskn masa muda wkwk.umurnya mah gak muda mukanya aja yg baby face. Bersyukur.bonus buat celinenya?? lah dlu mantannya begimane. Dibawah umur ude pacran mcam laki bini. Hiks. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tnggung jwabnya tinggi,10,1
1302,positif,yang bawa2 keenan raisa sudah berbahagia ngedapetin suami super ngemong mature kaya hamish raisa dewasa banding wanita seumurannya memikirkan jadi saya raisa hamish sama2 beruntung sepasang suami istri tidak tuh gagal move on so congratz raisa hamish semoga pernikahannya sakinah mawadah warahmah,Dan lagi ada yg masih bawa2 keenan ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so congratz raisa dan hamish. Semoga pernikahannya sakinah mawadah dan warahmah,10,1
1303,positif,raisa cantik yaaa artis tidak menonjolkan kalau nikah tuh mewah sudah cantik sederhana sempurna sangat,"Raisa cantik yaaa, meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah, udah cantik, sederhana, sempurna bgt,",10,1
1304,positif,karena orang syudah cantik tidak dandan heboh untuk membuatnya cantik makeup simple begitu saja mempesona bikin hamish klepek2,"Karna orang yang syudah cantik, ga perlu dandan heboh utk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish klepek2",10,1
1305,positif,bagus mencari ilmu di mana pun suaminya orang berpendidikan,Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,10,1
1306,positif,sukak cewek cantik kmauan blajarnya,Sukak cewe cantik dan kmauan blajarnya tinggi ???,10,1
1307,positif,yaampun artis benar benar good attitude layak panutan saja kuliah negeri tetapi karena baktinya suami pilih kuliah wilayah suaminya salut sekali,"Yaampun ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tp karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget",10,1
1308,positif,semangat batman username va support kamu karena manusia kesalahan tolong bahas pliis karena sudah 2,"Semangat batman <USERNAME> kita VA selalu support lu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah 2 tahun yang lalu ????",10,1
1309,positif,username y sudah salam kenal y mbk senang kenal sama mbk sebagai manusia ingatkan y sebagai manusia harus tahu jangan sombong yang digedein mentang2 sudah jadi artis haha y sudah mbk cabut ja y dari komen di foto ni nnt jadi korban dia sel,<USERNAME> y udh .salam knl y mbk seneng bisa knl sm mbk. Sbagai manusia kita saling ingetin.y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,10,1
1310,positif,keren yaaa kesederhanaannya terpancar sukak sama keluarga presiden,"keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??",10,1
1311,positif,presiden embel gelar bangga,"Seorang presiden tanpa embel"" gelar .. bangga sekali",10,1
1312,positif,proud of you indonesia god bless indonesia,Proud of you Indonesia. God bless Indonesia,10,1
1313,positif,amazing sangat miss national costume kereenn bangga ama budaya indonesia,Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????,10,1
1314,positif,bangga pastinya,Ikut bangga pastinya ??,10,1
1315,positif,proud of you kak dea patut dibanggakan,PROUD OF YOU KAK DEA. Sangat patut dibanggakan??,10,1
1316,positif,suka sangat sama pidatox dia pembawaanx begitu elegan n brwibawah pntas memang dia mdptkan salut,Suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan.salut,10,1
1317,positif,percaya kak niki orangnya jujur semangat kak niki hebat,aku percaya kak niki orangnya jujur semangat kak niki???? hebat,10,1
1318,positif,username m mba saya juga tidak benci nikmir salut ama tidak muna artis maaf image saja depan sok sok teraniaya n jual air mata nikita real sygnya msyarakat cendrung yang yang superfisial,"<USERNAME>.m sama Mba! Gua jg ga bisa benci Nikmir. Salut malah ama dia ga muna! Artis lain maaf image aja di dpan, sok baik, sok teraniaya n jual air mata. Nikita ini real.. sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial",10,1
1319,positif,cantik alami bedak tebel gaya bak tante2,cantik alami tanpa perlu bedak tebel dan gaya bak tante2,10,1
1320,positif,cantik gagah mudahan lancar dampe h,Cantik dan gagah mudahan lancar dampe hari h,10,1
1321,positif,cantik penampilannya dewasa sesuai mukanya cantik indonesia classy ayu ayu gimana begitu,"Cantik yang ini dong,penampilannya dewasa yang sesuai. Mukanya cantik Indonesia,classy. Ayu ayu gimana gitu.",10,1
1322,positif,lcb cantikk lcb beruntung dapat duren duren beuntung dapat neng lcb sakina mawaddah warahmah amin,"Lcb cantikk sangat??, lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb. Sakina mawaddah warahmah Amin",10,1
1323,positif,ganteng berseragam ganteng panutan keluarganya semoga anak memiliki fisik elok mahluk allah ni,"dia ganteng tidak hanya saat berseragam, tapi ganteng saat menjadi panutan keluarganya.. semoga anak saya memiliki fisik yang elok macam mahluk Allah ni",10,1
1324,positif,beruntung sekali deh mba username dapat mas username ganteng sholeh sayang keluarga suami idaman sekali semoga keluarga samawa,"Beruntung banget deh mba <USERNAME> dapet mas <USERNAME>. Ganteng,baik,sholeh,sayang keluarga.ini suami idaman banget.semoga selalu menjadi keluarga yang SAMAWA",10,1
1325,positif,semoga mas agus pemimpin salah pemimpin yang sukses sukses dalam memimpin dalam rumah tangga,Smoga mas Agus menjadi pemimpin di masa akan datang.salah satu pemimpin yg sukses adalah dia sukses dlm memimpin dlm rumah tangga,10,1
1326,positif,dear bapak username cara berpakain bapak mencerminkan kepribadian bapak yang sangat lembut tetapi gagah semoga bapak username kelurahan dalam lindungan allah swt salam hormat dari yang mengagumi bapak,"Dear...Bpk <USERNAME> cra berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tpi tetap gagah semoga bpk <USERNAME>&kel selalu dlm lindungan allah swt, salam hormat dri saya yg selalu mengagumi bpk :-)",10,1
1327,positif,sukses kak ayu semoga senantiasa naungan allah swt sehat amin,"Sukses terus kak ayu dan semoga selalu senantiasa dalam naungan Allah SWT, dan sehat selalu amin...",10,1
1328,positif,semoga kesehatan umur yah nek muda sekali cantik mashaallahhh,"Smg selalu di berikan kesehatan dan panjang umur yah nek ,muda banget cantik dan MashaAllahhh",10,1
1329,positif,terima kasih username keluarga memilih plataran darmawangsa acara keluarga staff plataran darmawangsa terkesan menunggu kedatangan keluarga sehat keluarga amin amin ya rabbi,Terimakasih Ibu <USERNAME> serta seluruh keluarga telah memilih Plataran Darmawangsa sebagai tempat acara keluarga Besar. Saya selaku bagian staff di Plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan Ibu dan keluarga di lain waktu. Sehat selalu Ibu dan keluarga. Amin amin ya rabbi,10,1
1330,positif,salam dirgantara terima kasih mendukung menyebarkan awareness terkait program pesawat r80 semoga momen emas titik kebangkitan industri pesawat terbang indonesia berjaya eyang habibie yuk satukan langkah terbangkan pesawat r80 langsung klik link bio yaaa,"Salam Dirgantara! Terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat R80. Semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang Indonesia agar kembali berjaya. Bersama Eyang Habibie, yuk kita satukan langkah terbangkan pesawat R80. Caranya? Langsung klik link di bio kami yaaa ????",10,1
1331,positif,semangat ya eyang habibie sehat dalam lindungan allah ambisinya kuat dalam kereeeennnnn semoga banyak penurus2 bangsa seperti eyang habibie,"Semangat ya eyang habibie, sehat selalu, selalu dlm lindungan Allah, ambisinya selalu kuat dlm melakukan segala hal. Kereeeennnnn. Semoga bnyk penurus2 bangsa sprti eyang Habibie ????????????????????????",10,1
1332,positif,memiliki cucu2 kebahagian yang ternilai cucu sebagai generasi penerus bangsa,"Memiliki Cucu2 merupakan kebahagian yg tak ternilai, cucu sbg generasi penerus bangsa...",10,1
1333,positif,wahhh kerenn tempatnya bagus bernostalgia bersmaa keluarga,Wahhh Kerenn..... dan saat ini tempatnya semakin bagus Ibu. Kapan kapan Bernostalgia di sana lagi bersmaa keluarga ??????,10,1
1334,positif,cantik ganteng ganteng sehat bu ani sekeluarga,Cantik dan ganteng-ganteng. Sehat selalu untuk mereka dan Bu Ani Sekeluarga ????,10,1
1335,positif,barakallah cucu2 yang cantik ganteng semoga anak yang sholeh sholeha kebanggaan kelg,Barakallah dengan cucu2 yg cantik dan ganteng ... semoga menjadi anak yg sholeh dan sholeha ... menjadi kebanggaan kelg...????,10,1
1336,positif,bu username cucu bikin hati gembira ngangeni kadang kangen keceriaan salam kangen cucu2 tercinta,Bu <USERNAME>...cucu bikin hati kita gembira...ngangeni...kadang kangen sama keceriaan mereka...salam kangen buat cucu2 tercinta,10,1
1337,positif,lucu ganteng parah gede pinternya tidak ketulungan salam hormat bu,"Yang kecil lucu, yang tengah ganteng parah, yang gede pinternya ga ketulungan, salam hormat saya bu, pak",10,1
1338,positif,terima kasih sby ani yang menemani beliau kontribusinya yang indonesia 10 memimpin semoga bahagia sehat amin,Terima kasih pak SBY & ibu Ani yg selalu menemani beliau..& sudah memberikan Kontribusinya yg sangat Luar biasa kepada Indonesia selama 10 tahun memimpin..semoga selalu bahagia & sehat selalu..amin,10,1
