No;komentar;label;e
1074;Et dah ganteng banget dah ko;1;
1075;Keren om;1;
1076;Kak @bravyson.vconk anjirr lu kenapa slide 5 tu mukaa enduwww nempel di lu kak ðŸ¤£ðŸ¤£ btw sehat selalu kak ttp jadi sosok papa yg baik untuk enduuw dan mba err ( donâ€™t listen people say what about your life ) so proud of you !!;1;
1077;Cakep woe ðŸ˜ŽðŸ”¥;1;
1078;Keberkahan, Keberlimpahan Dan Kemakmuran Selalu Bersama Diri Mu Masee Bravy..ðŸ˜‡ðŸ¤ðŸ”¥ðŸ’ª;1;
1079;Baby face begini dibilang aki akiðŸ˜­;1;
1080;Ko coba ganti model Rambut donkðŸ˜Ž;1;
1081;KerennnnðŸ‘;1;
1082;Aloy mana om;1;
1083;Mirip puantat;0;
1084;Ganteng banget sih calon suaminya mba @eri.carl;1;
1085;Hidungnya kek gagal filler bengkak dibawahðŸ˜‚ðŸ˜‚ðŸ˜‚;0;
1086;Always humble and inspired people Papi nya prince andrewðŸ˜ŽðŸ”¥;1;
1087;"vibes koko"" hongkong ðŸ¤•â™¥";1;
1088;Klopun iya aki aki, aki aki mana yg cakeup begini gue tanyaðŸ˜­;1;
1089;Kakak brav ganteng sekaliðŸ”¥ðŸ”¥;1;
1090;Sok keren lho padahal dah tua;0;
1091;Ahhh gilak lo jahat sih, kecewa.;0;
1092;Alamak najisnyee;0;https://www.instagram.com/p/DQ3z_kaCSUr/?img_index=1&igsh=MWd5YjZzanZ5YmU5NQ==
1093;yang birahi doesennya yang disalahin mahasiswi nya, kok lucuðŸ˜‚;1;
1094;namanya juga musang birahi, kalau tidak terpenuhi semua jadi kacau, ngamuk dia;0;
1095;lagi masuk musim kawin dosennya ;0;
1096;makanya kadang kami malas cerita karena kek gini;1;
1097;di India kalau birahi pada salto, kalau di sini pada ngambek ya;1;
1098;cabut dari tu kampus jangan lupa buat baliho dari isi chat wa nya terus pajang depan kampus, apakah ini ide bagus?ðŸ¤”;1;
1099;musim hujan jadi mudah birahi ;0;
1100;karena gabisa dapetin mahasiswa nya emosi dah si dosen;1;
1101;mentang mentang megang kuasa, berasa jadi raja malah cosplay Firaun ðŸ˜‚;0;
1102;bulan November emang musim birahi ðŸ˜‚;1;
1103;otak siapa yang eror orang lain malah kena ;1;
1104;gitulah kalau merasa paling berkuasa ;0;
1105;najisnya dosen kayak gitu otak mesum ;0;
1106;dosen gaji besar kan yaaa, beli lah paralonte kalo birahi selesai, malah ngakalin murid nya ancaman pake nilai ðŸ—¿ kimaak memang ;0;
1107;otak otak pdf emang kelainan bang;1;
1108;hey ini di Ternate, kampus mana ituuu?;1;
1109;di UIN kalau dosen waras malah ga dikasih jam ngajar. Btw mahasiswa  juga banyak yang eror. emang kampus aneh itu;0;
1110;polisi harus gerak cepat ;1;
1111;Bu ini kampus IAIN Ternate ada kasus dosen seperti ini Bu. berantas Bu yang menyimpang. dosen tenaga pendidik, masa menyimpang ke mahasiswa ;1;
1112;ngeri ya sekolah Islam malah jadi sarang musang birahi ;1;
1113;patut dipertanyakan ke dosen nya, selain attitude, tanda baca, penulisan nyaa pun acakkadul;1;
1114;dosen nya gatalðŸ¤®ðŸ¤®;0;
1115;dipukul ini layaknya ;0;
1116;dosen sange ngetik sambil ngocok kali;0;
1117;kenapa pindah kampus, kenapa tidak pihak dosennya di proses;1;
1118;di kampus gue ada dosen yang selalu manfaatin mahasiswa nya dan pilih kasih. salah satu dosen tiba-tiba kena speakup dari angkatan gue. lu tau ga imbas laporan satu orang jadi ancaman nilai C satu angkatan? nasib dosen cuma di omongin fakultas dan dosen lain. lu tau karena apa? karena dia punya power ;1;
1119;lu punya uang berapa? kok berani mau proses dosennya?;1;
1120;ini bukan dosen tapi Walid nak Dewi boleh??;0;
1121;hati hati demi nilai tinggi tapi Kamu harus diobok-obok ;1;
1122;gak dosen, gak guru, gak isolop banyak birahinya, contoh nya istrinya gue dulu SMK juga di modusin begini ;0;
1123;parah parah ;1;
1124;"""ust"" ah sudahlah ";1;
1125;ustad itu panggilan saja. sama macam guru atau pendeta ;1;
1126;spill ustad nya mbak kita mau bimbingan skripsi ;0;
1127;Walid nak ela boleh?;0;
1128;birahi dibalik profesi ;0;
1129;akar kejahatan adalah nafsu ;1;
1130;bentar lagi bakal ada komen nyalahin cewek ;1;
1131;musang birahi ;0;
1132;padahal dia ustad bukan dosen biasa, tapi chatnya dan ajakan nya sangat sangat tidak mencerminkan sebab mana ustad itu ;1;
1133;gini nih curhat sama orang tua yang gak mau rugi dah bayar mahal, disuruh kita diem aja dan jaga diri baik-baik, pas anaknya bundir baru merengek ;0;
1134;kayaknya disuruh diem itu hati-hati kak maksudnya, karena yang dihadepin tuh orang penting istilahnya kalo gak ada bukti nanti malah kita dikira mencemarkan nama baik;1;
1135;ealah... padahal orang tuanya udah bener suruh pindah kampus masih salah pun;1;
1136;lagi birahi doesennya ;0;
1137;udah tidak kaget kalo di kalangan universitas, ya sekelas SMA aja banyak wkwkwk, intinya tiap lembaga pendidikan pasti ada aja yang kayak ginj;1;
1138;ngancengan;0;
1139;Halah paling drama;1;
1140; rahasia umum ;1;
1141;kalo kedapatan dosen kayak gitu hukum rajam depan kampus ;1;
1142;jadi keinget waktu jaman kuliah dulu ada dosen yang suka sama temenku mana heboh banget lagi ;1;
1143;panggilan ustad kelakuan kek bangsat, tapi udah ngga heran sih yang modelan begitu emang birahinya tinggi;0;
1144;masih nyalahin baju, orang kalau nafsu sapi tetangga aja lewat ;1;
1145;udah dosen pun ternyata otaknya koaony;0;
1146;ustad? wow;1;
1147;bukan di IAIN Ternate? bertanya dengan nada lembut ;1;
1148;hati hati emang sekarang di kampus banyak yang melakukan penyalahgunaan kekuasaan entah rektor ataupun dosen apalagi hati hati untuk mahasiswi mahasiswi karena banyak kasus kek gituðŸ¥²;1;
1149;jawab aja apa adanya sih, berterus terang apa adanya ;1;
1150;baru tau dosen dosen sekarang selain mengajar ternyata kurang ajar juga ya terlalu keseringan birahi otaknya agak ngelag ;0;
1151;efek miskin kali pengen kaya tapi bukan pengusaha jadi ngga bisa biayain ani ani;0;
1152;hey dosen idiot siapa ini dosen lokal aja belagu setengah mati. gue cocol congor lu pake ijazah Mulyono baru tau rasa lu!!;0;
1153;mana dipanggil ustad lagi ;1;
1154;pasti dosennya jelek, coba ganteng ;1;
1155;lapor ke komisi etik kampusnya kak, ini udah masuk dosa besar perguruan tinggi. hukumnya gak main main loh, NIDN dosennya bisa di blacklist sama  DIKTI;1;
1156;info akun dosennya, pengen silahturahmi ;1;
1157;spill dosennya lah, dipanggil ustad kelakuan kek iblis;0;
1158;ini beneran? foto mama papa nya kok pas foto?;1;
1159;cabul banget najis;0;
1160;spill kampus nya dong ;1;
1161;aku pernah nanggapin, ku selidiki eh ternyata dosen itu sudah ber istri rupanya, hampir saja aku jadi orang ke 3;1;
1162;do aja kakðŸ”¥;1;
1163;Walid modus bimbingan ini mah ;0;
1164;keren juga foto mama papa nya latar merah kek mau daftar kerja ðŸ˜‚;1;
1165;jangan bilang dosennya masih umur 30 tahun kebawah? ;1;
1166;dosen babi, pengen liat gue mukanya ;0;
1167;datang ke mukanya bawa linggis, cokotin ke muka tuh si musang ;0;
1168;dah kalo saya jadi orang tuanya, ku jemput jam 3 pagi itu guru macam gituðŸ—¿ siapa yang tega anaknya diperlukan begitu ;1;
1169;musang bigahiy;0;
1170;dosen nya birahi banget Nder?;0;
1171;ustad cabul anjing;0;
1172;sebenarnya banyak oknum dosen kayak gini, cuma YttaðŸ‘€;1;
1173;ngeri ihh, untung ngga Nemu dosen begini di kampus ku;1;
1174;Walid versi perdosenab;0;
1175;jadi cantik juga serem ya, kadang cowok tuh ada aja obsesi banget sama kecantikan si cewek sampe kayak psikopat kalo ngejar ngejar ;1;
1176;gue pernah ngalamin itu satu tahun lalu, dan berhenti masuk matkul sampe di DO dan sampean sekarang belum berani bilang sama siapapun ;1;
1177;horror banget ;1;
1178;sholat paling depan, titid juga langsung ke depan ;0;
1179;up aja. biar jera itu si dosen ;1;
1180;emang paling enak kuliah di universitas swasta non agamis ;1;
1181;sakit banget dosen nya;0;
1182;najis nyooo dosen cabulll;0;
1183;dosen gini tuh banyak banget ðŸ˜­;0;
1184;ustad sangee;0;
1185;kelak anak mereka akan dijadikan seperti ini ;0;
1186;anjing-anjing neraka yang menyamar menjadi ustad ;0;
1187;mbaknya ini orang Jawa kuliah diluar Jawa gitu?;1;
1188;Lapor rektor ;1;
1189;info kampus dan akun ig dosen sange nya dong ;1;
1190;nanti di ewe, lalu kalau bisa mereka menggilir. itu banyak terjadi di sekolah, kampus, dan pompwsy;1;
1191;idihhh musang birahi ;0;
1192;itu dosen apa predator mengerikan ;1;
1193;Ga ngerti lagi ya Allah;1;https://www.instagram.com/p/DRL7f61k7fS/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
1194;Sunyi, senyap, sah.;1;
1195;"sejak kapan perlu pendapat rakyat...? Emang ini republik demokrasi...? Demokrasi hanya cover instansi"" koruptor.";0;
1196;Demokrasi hanya dibutuhkan hanya ketika pemilu setelah itu kembali ke mode pabrik aka komunisðŸ—¿;0;
1197;pemerintah sekarang tidak bisa dikritik, karena didemo pun faktanya tetap sesuai kehendak pemerintah, seakan-akan demo itu tidak hanya angin lalu dan buang-buang energi;1;
1198;Innalilahi wa innailaihi rojiun RIP HUKUM di INDONESIA ðŸ‘ŽðŸ»âš°ï¸ðŸ¥€ðŸ“´;1;
1199;Capek bgt Ya Allah.. mau ga peduli tp gabisa..;1;
1200;lelah.. tak ada imbas apapun.. semua pendapat pergi ke laut;1;
1201;Welcome to orba versi baru guys;1;
1202;Sudah resmi menamatkan Reformasi, sudah waktunya babak baru rasa lama;0;
1203;" izin berpendapat ðŸ™ðŸ», ruu kuhap ini salah satunya di bentuk tujuannya untuk menyelaraskan dengan ruu perampasan aset secara prosedural, kenapa? karena basis dari RUU perampasan aset ini ""non-conviction based forfeiture"" dimana tindakan perampasan ""asset forfeiture"" harapannya bisa dilakukan tanpa menunggu pembuktian atau hasil putusan sidang. ini sebenernya bagus karena banyak dari kasus tindak pidana memanfaatkan waktu prosesi sidang yang berberlit dan lama untuk menyembunyikan asetnya sebelum putusan akhir. nah secara esensial RUU perampasan aset itu hadir untuk itu.";1;
1204;citizen bisa jdi tersangka sewenang-wenang tanpa terbukti jadi tersangka, saksi bsa jadi tersangka, yang tidak terlibat pun bisa jadi tersangka. Maybe we are citizen, but we aint stupid;1;
1205;Belajar dari yg sudah-sudah. Lu ngajak temen lu demo atas kebijakan pemerintah, bisa langsung ditahan tanpa ada kejelasan. meskipun dari segi hukum tidak ada yg dilanggar.;1;
1206;kalau penyidiknya kompeten berarti seharusnya gaada masalah kan? jadi ini semua bukan masalah besar kecil wewenangnya, tapi kompeten atau tidak aparatnya?;0;
1207;ketuanya ae gini ga bakal di degert lengserin ganti ketua DPR yg tegas;0;
1208;Punya kompetensi, tapi mereka nggak tegak lurus kepada konstitusi. Mereka udah jadi alat kekuasaan, ini lho masalahnya. Dikasih fleksibilitas cuma bikin sakit hati.;1;
1209;Perwakilan Rakyat tapi gak mewakili apapun yang rakyat serukan sama sekali;0;
1210;ganti nama jadi dewan perwakilan parpolðŸ˜‚;0;
1211;Rakyat RI ga sekuat Nepal. Mimin punya axolotl naga air lucu kak. gemas imut mirip pokemonðŸ˜ðŸ˜;1;
1212;Depe'er sudah mewakili keinginan rakyatnya. Contoh rakyat pengen makan enak, sudah diwakili. Rakyat pengen kendaraan mewah, sdh diwakili mereka, dan sterusnyaðŸ˜‚;0;
1213;Apa gunanya dpr kok tega banget ðŸ’”;1;
1214;Beneran berasa tinggal di negara yang dikutuk;0;
1215;Ini sebenarnya dari tahun 1966 udah belok dari timeline yang seharusnya ðŸ˜‚;1;
1216;Demo kemaren benerÂ² ga ada artinya.;1;
1217;Selagi gedung hijau itu belum di neffalkan, kita akan terus dijadiin mainan mereka. Bahkan janji reformasi Polri dan tuntutan 17+ sampe sekarang tidak ada perkembanganya. Rakyatnya pemaaf dan pelupa, pejabatnya tidak ada urat malu, kombinasi yg sempurna ! hukum???? Mudah diatur.;1;
1218;kalau mau demo jangan tangan kosong ya, belajar dari korban demo Agustus kemarin. Minimal bawa 5 tronton 3 doser satu 5 ekskavatorðŸ˜ upgrade gaes biar tidak ada korban;1;
1219;karena mereka sudah merasa dilindungi oleh parcok dan parjo;0;
1220;di nepal bisa kejadian soalnya parcok nya netral, disini mah boro boroðŸ˜‚;0;
1221;gaakan ada artinya, toh yang kemarin di nonaktifkan udah bisa ngejabat lagi kan? dibilang warga kita itu coward, masih cuek sama ginian, mereka mana takut.ðŸ˜®â€ðŸ’¨;1;
1222; kalau dilanjutkan bakal jadi perang saudara seperto myanmar;1;
1223;emang minta untuk di nepalkan dpr itu , apalagi si puan;0;
1224;padahal sampe ada korban ternyata dpr emng bukan wakil rakyat ðŸ˜¢;1;
1225; selagi tidak punya power tidak bakal bisa ngapa-ngapainðŸ˜‚;1;
1226;indikator nya semua ada di Jogja bang,kalau di Jogja masih adem ayem tidak bakalan pengaruh bagi mereka;1;
1227;kok bisa orang-orang kayak Puan Maharani, Kapolri, dan antek-antek mereka masih menjabat setelah demo besar-besaran yang sampai menewaskan banyak nyawa enggak berdosa??? Apakah pejabat-pejabat kita emang semuka tembok gitu??? ðŸ˜‚;1;
1228;Saya sampai sekarang tetep berkhuznudzon mereka adalah orang2 baik, selebihnya saya pasrahkan kepada Alllah SWT ðŸ¥²ðŸ™ðŸ¼;1;
1229;serusak apapun yg ngejalanin negara ini kita cmn bs berdoa semoga Indonesia bs jd lbih baik;1;
1230;Oh tidak ada urusan ya, kasian juga ya pemimpin kita tidak dianggap ðŸ˜¢ðŸ˜‚;1;
1231;Gemoy-gemoy mematikanðŸ˜¢ðŸ˜‚;0;
1232;ngapa yang di salahin presiden dah, kan beda tugas antara legislatif dan eksekutif;1;
1233;Senang mengenal kalian guys;1;
1234;info angkat kaki dari indonesia?;1;
1235; jangan lupa asah skill berkelakuan baik dan punya keluarga bang ðŸ™ biasa nya itu COUNTER jerat hukum pidana;1;
1236;apa yg kalian harapkan dari pemimpin yg melanggar HAM?;0;
1237;menuju indonesia gelap bersama rezim omon-omon;0;
1238;Setelah rakyat dibunuh & dipenjara saat demo lalu, kini RKUHAP sah lewat perumusan super kebut. Iya, rakyat kalah lagi. Otoritarianisme makin nyata. Semua akan dibungkam.;0;
1239;kita bisa di tangkap kapan saja, di sadap dengan isilop kapan sajaâ€¦ di 86 khan dimana saja.. sehat2 penduduk Indonesia, solusinya cuman satuâ€PINTARâ€;1;
1240;katanya IQ rata2 warga sini turun dikit lagi setara gorilla. Jadi masih jauh dari pintar. Lebih dekat ke gorilla ðŸ˜‚;0;
1241;Isinya apa sih kalo boleh tau?;1;
1242;selamat natal dan orde baru ya â˜ºï¸â˜ºï¸â˜ºï¸ 58% seneng nih pasti;0;
1243;Pantes ujan seharian;1;
1244;Menjelang 80 hari kematian AFFAN dilindas barrakuda: hukumnya tajam ke bawah, tumpul ke atas. Penegak hukumnya melindungi teman, melayani atasan. Belum lagi 142 nyawa melayang di Kanjuruhan, kelanjutan kasus robohnya pesantren, misteri kematian Reno-Farhan, dan lain-lain. Indonesia Gulita!;1;
1245;"Affan itu cuma ""ojol"" dan ""korban dalam jumlah angka"" bagi kaum elit bang";1;
1246;Oh good, sampai jumpa di akhirat ðŸ‘‹;1;
1247;tidak usah ngeluh... rebut nih gedung DPR duduki oleh rakyat !!!;0;
1248;Hukum Tajam Ke Bawah, Tumpul Ke Atas Seperti Patok Pramuka;1;
1249;Separah itu pejabat negeri Konoha, udah di demo sampai berjatuhan nyawa enggak berdosa, malah enggak ada yang berubah sama sekali, nyesek banget ðŸ˜‚;1;
1250;tunggu di akherat aja, pasti masuk NERAKA VIP;0;
1251;Dewan Perwakilan Rezim ðŸ¤ŒðŸ»;0;
1252;bunuh aja anggota DPR saat tidur. Rakyat semoga geruduk anggota DPR. Kalau bisa bakar rumahnya ampe anggota DPR tiwas;0;
1253;ketika suara rakyat dan mahasiswa tak lagi di dengar,semuanya hanya bergantung pada ketokan paluðŸ˜¥RUU tetap di sah kan meski banyak yang menolak;1;
1254;Mereka itu kayaknya telinganya pakai fitur noise cancelling khusus untuk suara rakyat. Padahal, rakyat sudah teriak soal perampasan aset sampai mirip toa mushalla yang dipakai 15 tahun: suaranya sember, tapi maksudnya jelas. Lah kalian? Santai saja, sibuk sahkan hal-hal yang bahkan rakyat aja tidak tahu kegunaannya apa.;1;
1255;Berarti 17+8 itu cuma angin lalu yaðŸ˜¢;1;
1256;emang rasanyaa korup tuh mantep banget ya sampe segala aturan yang mencegah kita buat berontak dikerahkan secepat mungkin, takut soalnya org indo udah pada pinter wkwkw;1;
1257;lengah dikit tamat.;1;
1258;Ini sengaja langsung di sahkan. Karena Jokowi udah terpojok terkait ijazah Palsunya. Menurut syaa ini pengalihan isu;0;
1259;terimakasih yang sudah milih PrabowoðŸ”¥;1;
1260;banyak yang maki-maki DPR tapi pas pemilu milih partai itu lagi ðŸ˜‚ðŸ˜‚ðŸ˜‚;1;
1261;Giliran uu perampasan aset lama amat kajiannyaðŸ¥€;1;
1262;DPR yang bukan DPR, gada merasa diwakilkan;1;
1263;Demo jilid 2 seperti Nepal kah yg mereka mau??;1;
1264;Ya Tuhan kirimkan kiamat di Indonesia;1;
1265;Dasar aturan yang bikin Polri makin bebas ngegas, gak heran kalau makin banyak preman berkedok kepolisian!;0;
1266;Waduhh revisi KUHAP sementara UU perempasan aset belum di sahkan ðŸ˜®;1;
1267;Emang harus dinepalkan, mereka udah benar benar merasa lebih tinggi dari yang mereka wakilkan;1;
1268;kini Dhani merasakan apa yang dirasakan Maya dulu. terimakasih ari Lasso knp gak dri dulu.. samawa ya mas ariðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£;0;https://www.tiktok.com/@meldasafitri97/video/7574215974572789013?is_from_webapp=1&sender_device=pc
1269;ingat ramalan Hard Gumay ðŸ˜³;1;
1270;Semoga bener Aamiin ðŸ˜;0;
1271;semakin dihujat isu miring perceraian cinta mereka makin kuat. dan semakin kokoh;1;
1272;hubungan hasil dari menyakiti perasaan orang lain tidak akan berkah;1;
1273;mulan wanita yg baikðŸ¥° aku yakin;1;
1274;maaf ya cuma mau bilang alhamdulilah;1;
1275;jangan dulu mulan, dul sama El belum nikah, nanti netizen hujat siapa kalau lu sama Dhani cerai sebelum mreka nikah;0;
1276;berdua itu tidak mikir bikin kisruh terus klo benar berarti tabur tuai itu nyata;1;
1277;yg di tabur bibit sayur yg dituai padi mas..dani dan mulan masih anggota dewan ngak sempat dia menuai...ha.ha. kocak..ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡ðŸ˜‡;1;
1278;banyak yg mendo'akan mereka cerai..kdg mlh tmbh langgeng;1;
1279;haha karma tidak pernah salah;0;
1280;karma mu sedang beejalan ahmad dani;0;
1281;kalau pasangan terus menerus selingkuh...asli saya sih yakin...tidak bakal ada kata off...itu pasti akan terulang lagi...karena itu merupakan penyakit hati...;0;
1282;binatang itu fitnah paling keji;1;
1283;pak de kan ganteng. diem-diem udah ada simpenan. nya. gaesss;0;
1284;DOAKU SEMAKIN SALING SAYANG YA MAS DANI DAN MBAK MULAN MEREKA YANG BENCI IRI SIRIK SAMA KALIAN BERDUA TAMBAH STRES DAN PANAS...TUHAN MENJAGA DANI DAN MULAN SERTA KELUARGA....AMINðŸ™ðŸ™ðŸ™;1;
1285;teman makan teman ðŸ¥±;0;
1286;wkwk ini voice over nya keren banget kata2nya!! ðŸ‘ðŸ‘ðŸ‘ðŸ‘;1;
1287;orang bener jodoh nya ya bener, orang gak bener ya jodohnya tidak akan bener rempong ðŸ¤£;0;
1288;emang gue pikirin;1;
1289;semoga kakak maya lebih bahagia;1;
1290;ngeri kalo ibu-ibu salam interaksi nonton ini ðŸ™;1;
1291;apa yg kau taman itulah yg kau tuai aminn;0;
1292;Habis ini siapa yang akan di rusak oleh Mulan ya;0;
1293;tidak nyangka sama tinandroseðŸ˜© gue kira bakalan sama cewek luar negeriðŸ¤£;1;https://www.tiktok.com/@leylemager_/video/7576129934586891528?is_from_webapp=1&sender_device=pc
1294;Hehhhh tinandrosee???? TolonggggðŸ˜­;1;
1295;WHATTTTTT ??????? TINANDROSE ????? SIAPA SANGKA ðŸ¥¹ðŸ¥¹ðŸ¥¹ðŸ¥¹ PASTI FIKI SENENG BANGET ðŸ¥¹ðŸ¥¹ðŸ¥¹;1;
1296;gimana dengan TugbaðŸ˜­;1;
1297;lagi dugem;0;
1298;penyebab Fiki nangis..dia ingat tugba;0;
1299;tolol;0;
1300;Pogba lagi dugem;0;
1301;fiki naki adalah laki-laki yang sungguh-sungguh menjaga dirinya dari pergaulan yang buruk, akhirnya dia benar-benar berhasil, itu keren dan sangat sulit untuk seorang laki-laki dengan pekerjaan seperti Fiki, memang terbaik Fiki naki, samawa fiki naki ðŸ”¥;1;
1302;asal jangan preet pada masanya ya... mudah-mudahan bisa Istiqomah dalam kebaikan dan menjaga diri selamanya. Aamiin;1;
1303;kaget tiba2 fiki naki nikahðŸ˜±;1;
1304;kasihan sih sama mbak tugba;1;
1305;knp pada nanyain tugba sih? apakah nanyain mantan di nikahan itu menjadi salah 1 syarat nikah, kan enggak. ini acara Fiki ama bininya, serta keluarga.;1;
1306;kasihan tugbaðŸ¥º;1;
1307;yang di rusakin siapa. yang di nikahin siapa ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£;0;
1308;Sedih sih gak sama tugba. udah ngikutin banget dari awal ðŸ˜­;1;
1309;selalu mikir kok bisa nangiss yaa? padahal dia friendlyyy bgttt. dont judgee pliss cuma heran aja:(;1;
1310;Kenapa ya suami saya gak nangis pas nikah, malah cecengesan gak jelas pas liat saya ðŸ˜­;1;
1311;Reza Arab jg dlu nangis ðŸ˜­ðŸ˜­ðŸ˜­lebih sesegukan lagi ðŸ˜‚;0;
1312;akan preeetttttttt pada waktunya, tapi doain deng semoga pasangan ini langgeng.Aaminn;1;
1313;finally dari zaman dayana ;1;
1314;Alhamdulillah akhir nya Fiki naki nikah semoga samawa.ðŸ¥°;1;
1315;yang lain kaget bang fiki nikah sama kak tinoo, aku lebihh kagett kak tino nikah sama bang fikiðŸ˜­ aku selalu mempertanyakan siapa cowo beruntung yang bisa dapat kak tinaa yang pinter baik slalu menjaga diri ini dan belakangan liat kak tino ada bahas tentang percintaan ternyata mau nikahhhðŸ˜ selamat kak tinoooo dan bang fikiiiiðŸ˜ðŸ’“ semakin bahagia ya kliann;1;
1316;tugba diundang gaa kayanya baru ke indo;1;
1317;ga ngerti kenapa pada kagetðŸ˜­ðŸ™ðŸ»;1;
1318;apa sih yang komen, bahas tugba mulu ini tu momen orang plislah, lagian kak Fiki udah lama ga sama tu cewek bahkan tu cewek dah punya cowok baru, pada kaget karna ga sama dia lagi ya namanya ga jodoh mau gimana, dan sekarang Fiki sama kak tinandrose mereka tu ga tiba-tiba nikah, tapi udah lumayan lama tunangan/lamaran ada kok Fiki sebelumnya pamer cincin dilive sama cewek luar gitu trus ngasih tau kalo dia udah punya calon dan mau nikah, jadi plis gausah bahas orang lain lagi dimomen mereka berdua ini, Happy Wedding buat Kak Fiki & Kak TinandroseðŸ¤;1;
1319;gw trauma Ama yg lugu2 alim gara2 s juleðŸ™‚;0;
1320;kagett jodohnya fiki naki ðŸ˜­ðŸ˜­ðŸ˜­;1;
1321;kenapa ya cwo kalo habis akad suka nangis. suamiku jg begitu. tp aku nya malah cengengesan;1;
1322;pinter semua bahasa eh jodohnya g jauh2 indo jg ðŸ˜‚;0;
1323;hafal semua bhasa tapi dapet nya warga lokal juga;1;
1324;setelah menjelajahi beberapa negara, akhirnya kembali ke produk lokalðŸ”¥;0;
1325;lah jadi mirip onyo Sarwendah;0;
1326;banyak yang cowok nangis saat menikah tapi preeet pada waktunya;0;
1327;kenapa pada bahas tugba terus ya, padahal mau dulu pacaran pun jodoh gak ada yang tauðŸ˜­;1;
1328;lc ketutup sama orang tua nya yang dpr itu;0;https://www.tiktok.com/@azizahsalshaa/video/7557281792491851020
1329;dia punya hati ga siðŸ¥º;0;
1330;gampangan bgt;0;
1331;gosip adalah fakta yang tertunda;1;
1332;Ga pernah semuak ini sama cewe;0;
1333;kok bisa masih punya temen sih? herann ga pada geregetan ðŸ˜­;0;
1334;kocak si kalau masih ada yg bela dia;0;
1335;girl support girl, tapi yg ini gk dulu;0;
1336;gabisa kali ya kalo gapunya cowo;0;
1337;mau komen takut di laporin polisiðŸ™‚â€â†”;1;
1338;semangat zize;1;
1339;Kenapa polisi di indonesia seperti ini ya ðŸ•;0;https://www.instagram.com/reel/DN758qSEQMs/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
1340;Viralkan, adili!!!;1;
1341;Kayak gini polisi masih gk di hukum?;1;
1342;Kalau bukan karena aksi turun ke jalan gimana bisa tau kalau uang pajak dipakai ugal-ugalan. ðŸ˜¥;1;
1343;Sang pemberani ðŸ‘;1;
1344;Saya prihatin sebagai rakyat IndonesiaðŸ“¡;1;
1345;Rasain;0;
1346;Kenapa ga satu lawan satu, kasihan yg ngeroyok;1;
1347;Rusak lagi fasilitas negara asyik tender lagi kasih pemborong yg lagi sepi job.;1;
1348;Keadilan sosial bagi seluruh rakyat Indonesia ðŸ˜‡;1;
1349;Gak ada yang benar dan salah, semuanya sedang dalam emosi.;1;
1350;Mengayomi kaya gini;1;
1351;tinggal nunggu berita banjir etanol di rumah beliau;0;https://www.instagram.com/reel/DQJSECdgEI-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
1352;dah tau kan makna dari kata-kata beliau?;1;
1353;Adek-adek, inilah alasan kenapa Indonesia gini-gini aja.;0;
1354;berarti bener dong kalo LO JAHAT???;0;
1355;selama ini hanya menduga duga malah dia blak blakan;1;
1356;Mungkin maksud paling sebenarnya dari beliau ini adalah tentang kemunafikan. Tapi di satu sisi, ini tak pantas dan tak etis beliau paparkan dan sampaikan kepada umum secara beliau menjabat sebagai seorang menteri kepemerintahan. Tolong lain kali bahasanya bisa dibungkus dengan lebih bermoral, bermartabat, mengedukasi dan semacamnya yang sekiranya sudah seharusnya keluar dari seseorang yang setidaknya sudah selesai menjalani pendidikan tinggi.;1;
1357;Hapus admin, bikin aku bahlilphobia;0;
1358;sakit;1;
1359;SECARA TIDAK LANGSUNG MENGAKUI KALAU DIRINYA JAHAT DAN GA BECUS KERJAðŸ˜­;0;
1360;Udah ga ganteng, rakus!;0;
1361;Semuak ini liat mukanya;0;
1362;Orgil;0;
1363;wah pantes dikritik dan dihina se hina apapun ga kena di dia. otaknya ga nyampe mikir jauh, hatinya rusak, dan dia gapunya rasa kemanusiaan;0;
1364;dihina tidak tumbang, dipuji tidak pantas;0;https://www.instagram.com/reel/DPQ_ruIk2g_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
1365;KOSONG yg konsistenðŸ‘;0;
1366;Maaf, dari gesturnya kayak bingung ya;1;
1367;Selalu rapihin rambut setiap ketemu warga dan selalu terlihat gugup, sangat keliatan belum siap jadi pemimpin ðŸ˜‚;0;
1368;SINGKAT, PADAT, DAN KOSONG ðŸ˜…;0;
1369;Maaf menurutku kalo mau protes ya ke bupati dan gubernurnya kan setiap daerah ada pemimpinnya jadi itulah gunanya mereka, kalo RI pusat mana tau jalan-jalan yg rusak kalo pemimpin daerahnya diem, kan stiap daerah ada anggarannya jadi tanya dong sama merekaðŸ™ðŸ™jgn bisanya nyalahin presiden begini salah bgitu salah trus yg bener siapa ðŸ˜‡ðŸ˜‡;1;
