No,komentar,label,link vid,Unnamed: 4,Unnamed: 5,Unnamed: 6
711,"ini baruu asli orang cerdas,tidak abal-abal bicara nya juga enak",1,,,,
712,relawan itu bantu orang banyak bantu orang2 susah bukan bantu perorang,1,,,,
713,relawan tapi gak rela 🥵,0,,,,
714,"Susah ngomong sama termul, seolah-olah mereka pada paling bener, padahal semua orang berhak punya pemikiran! Gemes bgt gw liat mereka!",1,,,,
715,di media sosial di stasiun TV kapan ribut-ribut pasti relawan jokowi,0,,,,
716,ibu ini pinter cerdas..dr pada mulyono mulyono🤣🤣,1,,,,
717,cuma relawan jokowi yang gak mau bubar,1,,,,
718,ini baru ibu pejabat yg cerdas dn bijak.,1,,,,
719,"banyak yg cari makan bu, disitu ada lumbung makanan disitu semut berdatangan",1,,,,
720,Saking susahnya cari kerjaan,1,,,,
721,mantab bu dosen,1,,,,
722,relawan itu toxic,0,,,,
723,intinya relawan ingin mengadu domba rakyat dan yg utama mengalihkan isu dari semua kasus jokowi,1,,,,
724,relawan minta imbalan jasa,0,,,,
725,relawan dibuat kelanggengan kekuasaan,1,,,,
726,relawan itu ada berapa orang sihh?,1,,,,
727,Mereka bukan relawan tapi ketua dan dan wakil serta jajaran nya pengemis jabatan lalu pengikut nya pencari nasi bungkus,0,,,,
728,buat projo....terus lh menjilat...karna itu jalan usaha menapkahi keluarga nya😁😁😁😁,0,,,,
729,"Betul banget Bu, relawan itu hanya bikin gaduh",0,,,,
730,namanya ternak iya peliharaan kenapa dipelihara iya karena menguntungkan,1,,,,
731,Relawan itu pabrik yg memproduksi hoaks dan digaji dg bansos. Sumber dananya berasal hasil kumpulan para koruptor yg dikelola oleh Mulyono.,0,,,,
732,selama transfer nya jalan terus ya hajar terus...😅😂,1,,,,
733,"dengan pemberian gelar pahlawan kepada pak Harto, akhirnya kita tahu siapa-siapa yang menolak dan itu menunjukkan jika mereka itu keturunan siapa. pada keluar dengan sendirinya kan yaaa... 😂😂",1,https://www.tiktok.com/@media_indonesia/video/7571783191468510480?is_from_webapp=1&sender_device=pc&web_id=7571827776224577042,,,
734,satu lagi kak jadi kan tragedi 98 siapa dalang nya dan yang lengserin pak harto siapa🤭 diem nya pak harto selama nih di bayar tunai allah bukain semuanya,1,,,,
735,keturunan PKI,0,,,,
736,"kalau tidak ada pak soeharto, kita jadi negara komunis terbesar ke 2 di dunia",1,,,,
737,tau kan ribka tjiptaning siapa..?,1,,,,
738,Yang katanya bangga jadi anak pki… makanya benar kata pak harto pki 7 turunan jangan di kasih panggung pemerintahan.. dan ini lah kenyataanya paling pinter maling teriak maling ingat kan tahun 65,0,,,,
739,anak pki,0,,,,
740,2029 jgn ada yg pilih calon apapun dari PDI-P,1,,,,
741,"dari jawa tuh yang pilih, kalau dari sumatra udah tidak laku banteng",0,,,,
742,pak harto bukan pembunuh rakyat justru pak harto sangat sayang dengan rakyat,1,,,,
743,"pak Soeharto lah yang menghidupi rakyat dengan ilmu pengetahuan,,,✅👍",1,,,,
744,"betul, bisa di liat dari anak sekolah jaman pak Harto sama anak sekolah jaman sekarang, dl kelas 6 SD aja sudah hapal ibukota negara-negara, pegangan rpul, rpal, 1 jam berapa menit aja tau, anak skrg? 😭😭😭",0,,,,
745," anak jaman dulu benar-benar pinter pake otak tidak pake google, kalkulator dan lain-lain kayak sekarang",1,,,,
746,Mega dan puan juga tangkap dan adili jangan lupa Ganjar pranowo,0,,,,
747,Ribka Tjiptaning wajar ngomong begitu krn...(telusuri riwayatnya),0,,,,
748,Ribka itu bangga jadi anak PKI....!!! pahamkan,1,,,,
749,HNYA. PRESIDEN SUHARTO YG KAMI RASAKAN KEHIDUPAN BERBANGSA DAN BERNEGARA SESUNGGUHNYA TIDAK ADA PERBEDAAN SUKU RAS AGAMA BHINNEKA TUNGGAL IKA BENAR BENAR DIRASAKAN 🥰 💪🏻,1,,,,
750,kejahatan pak harto 8% kebaikan pak harto untuk negara Indonesia 90.2% saya rakyat jelata tapi sangat merasa nyaman waktu beliau jadi presiden🥰,1,,,,
751,Wajib di usut ngomong Seenaknya apalagi di Awal itu kasar sekali ngomong tak pakai Adab Pada Seseorang yang Jasanya cukup besar di akui Banyak orang di Negeri ini,1,,,,
752,kata almarhum ibuku enak jamanya almarhum bpk soeharto..🥺🥺,1,,,,
753,"aku juga ikut merasakan pas SD apa yg aku inginkan selalu dituruti sama ibu 🥰 tiap lebaran selalu dibeliin gelang,anting..heee",1,,,,
754,INGAT GAIIS....!!! JANGAN PERNAH MEMILIH PARTAI PDI DLM PEMILIHAN UMUM BERIKUT NYA..,1,,,,
755,"pak Harto presiden terbaik, dari semua presiden indonesia.",1,,,,
756,Megawati juga.jadi presiden bukan pilihan rakyat.kudeta Gus Dur.indosat d jual aset negara yang d jual berapa banyak itu,0,,,,
757,Rakyat yang mana... buktinya saya sebagai rakyat masih makan nasi.. dijaman pak harto saya malah mudah cari pekerjaan.. dan diera megawati pembuat outsorsing sabagai rakyat kami merasakan susah dapat pekerjaan dan masadepan pun makin tidak jelas,1,,,,
758,saya sebagai rayat biasa sakit hati dengan ucapan si ciptaning sudah menebar fitnah pada suharto yang saya hormati,1,,,,
759,oalaahh.. pak ...pak.. klo boleh milih lebih baik RI jgn sampe dipimpin oleh Alm. Soeharto,0,,,,
760,"Mantaap biar kader PDIP, gak sewenang-wenang, meniru niru gaya bicara ketua umumnya si Nenek, Bpk Suharto itu tulus..Di akui atau tdk di hatiku Bpk Suharto tetaplah Pahlawan 👍❤️",1,,,,
761,Saya bersaksi bahwa bapak soeharto sangat teramat pantas dan negara harus wajib memberikan gelar pahlawan nasional kepada beliau. jasa-jasa beliau selama memimpin tidak bisa tergantikan.sesungguhnya Para kader PDIP itu sendirilah yang antek dan sarang palu arit,0,,,,
762,"usut tuntas ucapan saudari ripka, suruh buktikan ucapan mereka, apa jasa mereka, baru jadi kader pdip bicara se enaknya",1,,,,
763,"pak harto ragamu tidak terlihat lagi, tapi pak Harto tetap di hati kami, Bapak pembangunan bapak yang cinta ulama, Bapak yang banyak bangun masjid seluruh nusantara Bapak harto yang merakyat negri aman sembako murah, rindu kala itu. alfatihah buat pk soeharto. 🤲🤲🤲",1,,,,
764,bagus biar tdk seenaknya ngomong pak suharto,1,,,,
765,sangat setuju kalo ciptaning di laporkan ke polis,0,,,,
766,"pak Harto presiden terbaik, dari semua presiden indonesia.",1,,,,
767,jangan sampai rakyat yang menyukai pak harto ambil tindakan sama yang suka jelek-jelekin pak harto,0,,,,
768,bagi orang cerdas dan jujur dan paham sejarah yang sebenar nya sejak tahun 65 pasti cinta ke pak suharto,1,,,,
769,PRESIDEN SOEHARTO ADALAH PAHLAWAN NASIONAL DAN PRESIDEN SOEHARTO ADALAH BAPAK PEMBANGUNAN.,1,,,,
770,"betul mas ,dituntut saja ,politikus harus santun dan nyata",0,,,,
771,tuntut ciptaning dan pdip,0,,,,
772,cocok bang.. maju terus... biar mrk tau etika dan tidak hanya men jelek2 an tokoh bangsa. mereka emang siapa,1,,,,
773,adil biar ga seenak jidatnya gomong👍👍,1,,,,
774,politisi PDIP ini sudah seharusnya dilaporkan kepada pihak yang berwajib karena membuat pernyataan yang sangat mencederai keluarga besar almarhum bapak Soeharto,0,,,,
775,Penjarakan,0,,,,
776,kalau.perlu penjarakan seumur hidup,0,,,,
777,betul penjarakan se umur hidup gerwani nyata itu..,0,,,,
778,Soeharto tetap di hati,1,,,,
779,"pak Soeharto bapak pembangunan,kalo tanpa beliau kita tidak seperti sekarang",1,,,,
780,laporkan dan penjarakan👍👍👍👍,0,,,,
781,bapak Presiden Ke 2 Soeharto adalah Presiden terbaik dia peduli rakyat mensejahtrakan masyarakat negara aman aman memakmutkan petani meningkatkan pendidikan,1,,,,
782,saya rasakan jaman bapak Suharto sangat adem ayem,1,,,,
783,isu pahlawan nasional bisa memancing mereka keluar . mantap pak prabowo,1,,,,
784,dia masih sakit hati dia itu kan anak turunan pki,0,,,,
785,pak Harto lebih pantas jadi pahlawan nasional,1,,,,
786,mantap sdh ini yg saya mau dengar ayoo pak laporkan dan tangkap mereka biar dia rasakan juga namax jeruji penjara,0,,,,
787,Proses hukum.....biar Dia tau rasa,0,,,,
788,Tangkap segera,0,,,,
789,Ternyata yang downfall siapa gesssss??? Beliau?,1,https://www.tiktok.com/@azizahsalshaa/video/7564385307567672594?is_from_webapp=1&sender_device=pc&web_id=7481636682857694728,,,
790,mau dipaksain positif vibes juga gabisa rul.,0,,,,
791,eh zize bapak lu noh lg bersih2 nama elu,0,,,,
792,Bro merasa dirinya Ariel tatum 😭,0,,,,
793,ayah zize nyindir arhan,1,,,,
794,"Ga ada yang editin, jadi edit sendiri 😭",1,,,,
795,"aku nemu foto ini, yaallah ngakak banget😭",1,,,,
796,"udah ada temennya tuh zah, Jule sama nisa😭",1,,,,
797,MUKA GA SEBERAPA NYAKITIN NYA GA KIRA KIRA NURUL NURUL,0,,,,
798,ANAK ABI LC,0,,,,
799,"zize,jule,nisa,luthfi,bikin gc sana",1,,,,
800,"idiiiiiihhhhh hueegggg, muka aal mewakili banget 😭😭😭",1,,,,
801,downfall era rul? definisi makan ludah sendiri hahahaha,0,,,,
802,Pada biadab semua termasuk lu zize,0,,,,
803,Nurul mallu ga sii ditolak hampir seindonesia🙈🙈,0,,,,
804,"semangat kak,kamu sendirian😚",0,,,,
805,BERANI BGT NONGOL DI FYP GUEEEE NURUUULLL,0,,,,
806,vibe nya udh beda mau sepositif apapun itu,1,,,,
807,HAL TERSIAL ARHAN ADALAH MENIKAH SAMA KAMU!,0,,,,
808,kalo bukan arhan gw gak tau dia siapa 🙃,0,,,,
809,"aura nya ituloh, aur auran 🥰",0,,,,
810,masih berani upload foto dia,0,,,,
811,Heran banget masih ada yg bela nurul kenyataannya kelakuannya kyk gitu kenapa tutup mata sih,0,,,,
812,tenang zah kamu sendirian kok:),0,,,,
813,cuihhh,0,,,,
814,Kalian minggir dulu !,1,,,,
815,nurul : makasiiyyy ya jul berkat lu berita gw tenggelem😂,1,,,,
816,aura negatif nya kuat bngt,0,,,,
817,kalau ga karna arhan gatau zize,0,,,,
818,PUAS BGT BACAIN KOMEN 🤣🙏🏻,1,,,,
819,aura jablai nya kuat bgt,0,,,,
820,Yang ngomong dalam hati dicatat juga yaa 😭🙏,1,,,,
821,"percuma dihujat gabakal di dengerin gess, dia punya uang 💸",0,,,,
822,"ngapain hi hi , org ga kenal😭",0,,,,
823,semoga arahan dapat wanita yg baik2 dan tulus..,1,,,,
824,zize anjjjj😭,0,,,,
825,"kalian pada kenapa sih, dia udh berusaha jadi yang terbaik kok tapi tetep gabisa",0,,,,
826,the power of ratu iclik,1,,,,
827,gamau maapin semua salah lo:(,0,,,,
828,padahal arhan yang bantu sampe kaya gini,1,,,,
829,hok cuhh,0,,,,
830,masyaallah cantikkk banget Pratama Arhan punya Istri😊,1,,,,
831,sebel ga sih ges?,1,,,,
832,kak masyaallah nggak cape apa cantik terus,1,,,,
833,Gua kalo mau temenan keknya mikir2 dah wkwkwk tkt bgt ngembat suami,0,,,,
834,pret,0,,,,
835,berani ya dia,1,,,,
836,komennya beneran mewakili 😂,1,,,,
837,Arhan sebaik itu loh kaa….,1,,,,
838,nyakitin nya luar biasa,0,,,,
839,kalian aja deh yg ngomong😣,1,,,,
840,vibes nya istri idaman bgt yaa,1,,,,
841,kenapa gak minta aku yg editin video nya zuyy?🤭,1,,,,
842,dh masuk grup blm zah?,1,,,,
843,"kalo emg pernikahan mereka karna perjodohan, sebaik apapun pasangan kalo emng masih mau bebas ya ttp mau bebas guys🙂 ga semua nya bisa di samakan🙂🙏",0,,,,
844,"kalau bukan karna nikah Ama arhan ga bakalan tau lu siyapa..tapi happy trs yah zize jalan kalain memang udah masing"" tapi mungkin emng ini terbaik buat kaliyan",1,,,,
845,berani2ny lewat fyp guaa,0,,,,
846,"hello ka zize semangat untuk hari-harinya. jadilah dirimu di versi tebaikmu ka, tanpa harus memikirkan ucapan seseorang yg Tidak tahu dengan isi hatimu. 😇",1,,,,
847,sehat sehat zize❤,1,,,,
848,Julee harus belajar dri zize,1,,,,
849,cantik terus zize 😍✨,1,,,,
850,"nggak akun nisa nggak zize, isinya hujatan semua😁",1,,,,
851,"GUE PERNAH KETEMU ASLINYA ZIZE, CAKEPAN GUEEEE JAUHHH😂😂😂😂 ASLINYA EMH LBH CKEP DRI VIDEO TP STANDARRRRR AJAAA",0,,,,
852,fans arhan dan fans zz akur ulang yah kalian😂,1,,,,
853,Tim gatau zize kalo gasama arhan wkwk,0,,,,
854,saya masih di tim zize walaupun yg lain menghujat ... Krn pasti ada alasan berpisah. tak mungkin ada api klau ngak ada asap 🥰... semangat,1,,,,
855,semangatt zizeeee🥰,1,,,,
856,proud of u zah aku tau km kuat ❤,1,,,,
857,"positif vibes bgt,sumpah boong🙏🏻😭",0,,,,
858,kalo bukan karna arahan juga gue ga tau lu Nurul,0,,,,
859,siapa yang downfall?,1,,,,
860,cung yang tau dia gara2 nikah sama arhann👆,0,,,,
861,Gapernah gua semuak ini liat artis yg bukan artis,0,,,,
862,haii kaa semangattt yahh akuu disiniii🤍🤍akuu nge fans arhan tapi ga ngebencii kaka and ga nge hujat kaka🖤🖤🤍🤍❤💗💗💓💓💞,1,,,,
863,HOOOOKKKKKKKK CUIHH...,0,,,,
864,Cantik,1,,,,
865,INTINYA HIDUP LO HARUS NGERTI BERSYUKUR NENGG,0,,,,
866,"ehh cantikuu lewat, sehat2 yaa zizuunya akuuu🥰🥰🥰",1,,,,
867,sehat2 Neng 😇🩵,1,,,,
868,"semngat cantik.. ayo bangkit zah kmblikan snyummu,ceriamu, kbhgiaan mmanantimu..🥰🥰",1,,,,
869,semangat trus yh zahh,1,,,,
870,followers berkurang jah,1,,,,
871,cantik🥰,1,,,,
872,Kalian yg wakilkan🙏,1,,,,
873,masyaallah cantik banget kaka,1,,,,
874,cantik banget ciii😍,1,,,,
875,kak cntikkk bgtt,1,,,,
876,"Lu aja semua yang ngomong, gua mau silent treatment dlu",1,,,,
877,cuihhh,0,,,,
878,cantik amat💗,1,,,,
879,hok cuh,0,,,,
880,Artis tahun kapan?🙏🏻🙏🏻🙏🏻,0,,,,
881,cantiknya zizah,1,,,,
882,ga ada positive positive nya,0,,,,
883,gamau lihat,1,,,,
884,Cantikkk 🩷🩷,1,,,,
885,kuat-kuat ya zize,1,,,,
886,Sakit jiwa,0,,,,
887,Berasa korban banget,0,,,,
888,"Kalo ga sma arhan,kita ga tau kamu siapa kak😅",0,,,,
889,NGAPAIN SI SEGALA LEWAT,0,,,,
890,Tapi emg lintang mantep bgt sih,1,https://www.tiktok.com/@pinkverse.id/photo/7571136016292105493?is_from_webapp=1&sender_device=pc&web_id=7481636682857694728,,,
891,"""erica tuh endgame gw"" PREEEEETTTT",0,,,,
892,Ini pret nya kecepetan nggasi 😭,0,,,,
893,"aloy "" ntar kalo vconk nyakitin erika ,gw maju paling depan buat erika "" keadaan aloy sekarang =",0,,,,
894,"""when i start i never stop"" pretttttttt🗿🗿",0,,,,
895,"gue berprinsip kalo kita nemuin pasangan di tempat ga bener, bakal ga bener juga endingnya😔",0,,,,
896,MANA NIH YANG MINTA DI SISAIN COWO SPEK BRAVY HAHAHAHAHA,0,,,,
897,"""gaboleh punya org"" wkwk udahtau tp masi direspon heran deh",1,,,,
898,siapa disini yg ga kaget?🤣🙏,1,,,,
899,"kata gue ape, yg tulus cuma penyanyi 😭",0,,,,
900,MALU ANJIR MALUUU banget kalau gue jadi erikaaa😭,0,,,,
901,2025 full cowo” ketahuan selingkuh😭😭,1,,,,
902,pngn muntah keinget podcastnya di deny cagur,0,,,,
903,kontrak selesai dan mission failed 😬😅,1,,,,
904,"emang cuma settingan mereka tuh,cuma pengen jatohin si panda😁",0,,,,
905,dia cuma mau balas dendam sama dj panda😅,0,,,,
906,"mau"" nya lagi si lintang sama aki aki🤣",0,,,,
907,"orang anaknya Erika mirip Bravy,,,kasian si Panda dituduh",0,,,,
908,"emg kmren ada masalah personal sama panda aja itu kesempatan buat dia ngikut, aslinya mah ga beda jauh🤣",0,,,,
909,lintang kan udah ada cowooo. ngadi ngadi nih berita,1,,,,
910,"""jule menambah kan bravy ke grup""",1,,,,
911,Malu gasih 😭,0,,,,
912,berarti cowo tulus tu gaada ya🥺,1,,,,
913,Emang mantap sih lintang,1,,,,
914,HAYOO LO SEMUA YG MINTA CWO KAYA BRAVY MUNCUL 🤣🤣,0,,,,
915,Untung yg terkenal aloy bukan dia 🤣,0,,,,
916,"dari Erica, Bravy, Panda gua cuma suka liat Edward aja🤣🤣",1,,,,
917,apa kabar fans Bravy 😁,0,,,,
918,"udah bawa satu sirkel buat sindir sindiri si ono,malah yang ini mirip mirip,jangan jangan itu anaknya bravy bukan panda hmmm🤔",0,,,,
919,"dari lingkungannya aja kelihatan semua modelan kyak apa wkwk, ga terkejut klo ada berita2 negative diborong sama circle lingkungannya",0,,,,
920,Dan parahnya lagi si lintang yang di salahin jadi selingkuhan sama netizen@Aview,1,,,,
921,cowok² begitu ngarepin apasi?😂 ga kaget,0,,,,
922,Settingan ga si,1,,,,
923,"si bravy mah numpang eksis doang ke mba er😂, itu udh jdi niat si mnurutku.
ku lihat mba er juga ga trlalu mikirin hal kyk gitu,lebih fokus ke karir apalgi skrg udh ada andrew ,org2 problematic tinggal cut off aja",0,,,,
924,PRETTT LU BRAVY MUNGKIN NGELAMAR BUAT BAIK BAIKKN AJA YAA KMRIN,0,,,,
925,udah ada cwo itu si lintang tmn gw,1,,,,
926,densu dan om dedi pasti lagi muak bgt🤣👍🏻,0,,,,
927,trus maksudnya ngelamar itu apaan yaa bambang😭,0,,,,
928,fans fomo pahlawan pada kaget pasti padahal Meraka aja yg fomo yg ngira dia org bener 🤣🤣,0,,,,
929,Langian ngapain percaya aki2🤣,0,,,,
930,arap yang udh nangis terharu bilek 🗿,1,,,,
931,DJ panda pasti ketawa terbahak-bahak²,1,,,,
932,"Knp yaa artis2 hidup nya penuh drama😭😭 awal romastis, ngelamar lah, kepingin jdi garda terdepan , ujung2 nya begini😅😅😅😅",1,,,,
933,pahlawan is over kah 😭,0,,,,
934,Target sudah tercapai dia hanya ingin balas dendam mengebu2 ke panda lewat si er setelah semua hancur kan di tinggal si er nya .,0,,,,
935,Mana nih yg sempet bandingin lamaran nya erbra sama elsyif😂,1,,,,
936,malu bgt pernah dukung bravy😭😭,0,,,,
937,Setingan aja sih selama ini 😅,1,,,,
938,mana nih yg kemarin-kemarin minta di sisain cowo kyk bravy😭,0,,,,
939,gw lega banget erica gak sma aki aki njirrrr,0,,,,
940,HAHAHAHAHAH INI END NYA KAH? ATAU MASIH ADA EPISODE NYA?,1,,,,
941,podcast sana sini eh🤣,0,,,,
942,yaaa namanya juga nemu ditempat yang sama disitu2 juga brave sama panda wkwkwkk pasti gak beda jauhh dunia gitu sama☺☺,0,,,,
943,"aloy :ntar kalau sampe dia nyakitin erika gua maju paling depan
aloy : Menghilang dari line",0,,,,
944,densu dan om dedi pasti lagi muak bgt🤣👍🏻,0,,,,
945,lintang seumuran sama gua,1,,,,
946,"fans nya aki² tutup mata, kata nya gantle man mengakui kesalahan nya lah iya si cewe sengaja cepuin coba kl kaga pasti diem² bae HAHAHAH",0,,,,
947,secepat ini pretnya bjir,0,,,,
948,Keknya kalo jadi erika lebih ke malu gasi drpd sakit hati😭,0,,,,
949,lagian cewe nya mau respon dah tau dua pasangan itu lagi gempar2nya 🤣,0,,,,
950,lgian jg bravy kek numpang tenar gt gksi,0,,,,
951,kontrak pahlawan nya udah selesai,1,,,,
952,si lintang juga ngerespon lgi wkwk pdhl dia kan udh punya cwo😂,0,,,,
953,DJ Panda gua rasa ketawa ngakak cekikikan liat berita ini,1,,,,
954,mana yang pernah bilang sisakan satu laki laki seperti bravy🗿,0,,,,
955,gak kaget krna dr awalll udhh tauu pastii kyk gnii berakhr😂,0,,,,
956,berita tergapenting :),1,,,,
957,Percayalah yng tiba tiba ngak suka ini sebenarnya fans aslinya🗿,0,,,,
958,mkanya aloy bilang nikahNya nggu bravy nikah krn dy tau bravy seperti apa,0,,,,
959,"Wahh penting banget nih berita, bisa ngasih makan gua dan keluarga. Makasih yah",1,,,,
960,cowo kalo setia mati kh?,1,,,,
961,Kmren kan akal akalan dia supaya panda jatoh🤣,0,,,,
962,Bener kata aloy kalo bravy gabakal nikah😂,0,,,,
963,HIDUP PENUH DENGAN SETTINGAN,0,,,,
964,"Katakan pretttt, semua akan pretttt",0,,,,
965,"semangat Ko Bravy, aku tau maksud dari DRAMA ini, keren Ko Brav",1,,,,
966,"kemarin pada muji2 si aki2 skrng pasti pada ngehujat habis2an , ga kagetlah🤣🤣",0,,,,
967,kata gua sih emang udah di setting dari awal😆,0,,,,
968,"yapp, semua akan pret pada waktunya",0,,,,
969,Kocakk pahlawan kesiangan😭,0,,,,
970,serius pret nyaa secepat inii??!😭😭,0,,,,
971,dasar aki aki,0,,,,
972,modelan kaya gitu dipercaya aja udah ngakak 😭,0,,,,
973,"buat apa ganteng kalau gak bertanggung jawab😅
anjayy ga tuh skrg netizan yg dulu mengagung²kan superhero satu ini😁",0,,,,
974,hari hari liat orang selingkuh,1,,,,
975,apa yg mau diharapkan wkwkwk,0,,,,
976,gamau tau dan ga peduli😭,1,,,,
977,wkwk pahlawan pahlawanannya udah selesai,0,,,,
978,apa yang di harapkan sama cwo club?,0,,,,
979,yah pdhl sicowo udah dibangga2in,0,,,,
980,katakan PREEETTT!,0,,,,
981,yang kaya gini di kasih panggung terus buset dah,0,,,,
982,ga penting bgt,1,,,,
983,"ingat yaaa, bravy kan musuhnya beliau, situ berharap apa?",0,,,,
984,"Wkwkwk ga heran, org dunia malam mana bs dipercaya",0,,,,
985,bravy lu se ganteng apa dah busett,0,,,,
986,Kmrn siapa hayo yg bilang bravi tulus hayo dia blm ketauan aja guys,0,,,,
987,dari awal udh gaenak badan🙏,1,,,,
988,dari awal juga udah nyangka gabakal nikah sama si hamil,0,,,,
989,Rencana jatuhin panda gagal ya rubah rencana lagi,0,,,,
990,Biasalah dunia malam😂,0,,,,
991,So ganteng lu bravy!!!,0,https://www.instagram.com/p/DO_YtqfiRgC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,,,
992,"""Erica endgame gue"" inget tidak lu ngomong gitu brav",1,,,,
993,ok mari kita unfoll,1,,,,
994,Anjir gakebayang se trauma apa erika sama percintaannya,1,,,,
995,PANSOSNYA SUKSES WKAKAKA,0,,,,
996,"Udh tua sok ganteng pulaaa 🤣 ceramah soal selingkuh bla bla bla, kelakuan sama aja. Udh slesai main Bapak2annya? ""Will yuu miri mii"" 😂",0,,,,
997,Yaa lumayan lah hasil kmrn podcst😂,0,,,,
998,pretttt bgt lo bang,0,,,,
999,PAHLAWAN KESIANGAN YEU,0,,,,
1000,prettt bgt dah,0,,,,
1001,Auto unfoll🙏🏻,0,,,,
1002,"Jahat banget lu conk, ga ngaca sm mulut lo yg banyak omong di banyaknya media!",0,,,,
1003,"kalau si erika hamil lagi, berarti sama yang ini dong ?",0,,,,
1004,"Eh sumpah ya brav, aku padahal udah suka dari lo pertama kali muncul di podcast2,, kek orang yang bijaksana , lemah lembut, tanpa ada alasan mencintai,,, tp lo inget yaa ,, ini udah bawa2 baby andrew , kasian dia gatau2 apa2 liat mamanya disakitin orang kek elo yang berpura2 jd pahlawan. :) sabar yaa baby andrew @eri.carl",0,,,,
1005,Udahan ya maen bapak-bapakannya,0,,,,
1006,Sorry unfollow,1,,,,
1007,CANCEL JUGAAAALHAA YUKKK EKWKKEKE,0,,,,
1008,Gw unfollow ya asuuuuu.,0,,,,
1009,"BANG LU GW UNFOL, GW NYESEL BGT DLU DH DUKUNG LU SMAA AJA LU SMA SEBELAH EELAHHHH",0,,,,
1010,Sok-sokan ngomongin panda padahal sama aja,0,,,,
1011,"yang awalnya datang kehidupan err buat jadi pahlawan, ternyataaa PRETTTT pada waktunya. kirain orang benar ternyataa preettt juga:"")",0,,,,
1012,Drama cina,1,,,,
1013,"Coooolllll",1,,,,
1014,Ngangong ngagong ternyata sama ajaaa wkwk,0,,,,
1015,Tau Tai gak pak tua ?,0,,,,
1016,Dah gua langsung unfollow😌,1,,,,
1017,najis,0,,,,
1018,aki-aki bukan sembarang aki-aki ya ges,1,,,,
1019,"Aki aki pansos ..",0,,,,
1020,"Playboy sok tobat, kagak bisa njir.. 😂",0,,,,
1021,"main tipis""di garudagacor langsung wd 20 jt full senyum derr",1,,,,
1022,PANSOS!!!!!!,0,,,,
1023,"end end game, pretttttt 😂",0,,,,
1024,Anj luu sok OKE GAK TAUNYA TAI JUGA!!!,0,,,,
1025,Idihhhh cuihhhhhh,0,,,,
1026,Aki aki,0,,,,
1027,Huek cuiih cuih cuihh,0,,,,
1028,karma lu wkwkw makanya jangan jahat,0,,,,
1029,hokkk cuh,0,,,,
1030,"minimal ganteng sama tinggi dulu baru nyakitin orang, muka pas pasan nyakitin ga kira kira ,ih di selingkuhin orang jelek sakitnya double sakit hati dan mata anj",0,,,,
1031,"panda selingkuh its ok dia ganteng, lah elu busyett",0,,,,
1032,Aki aki bangkotan,0,,,,
1033,cina jawa di kuncir anting kpop 🗿,0,,,,
1034,Si numpang tenar,0,,,,
1035,Hueekkkkk cuihh,0,,,,
1036,Jilat ludah sendiri,0,,,,
1037,wkwkwk kaya permen karet lau manis di awal,0,,,,
1038,"Emang gk cocok sm Erika, Erika kecantikan buat kamu 😛",0,,,,
1039,"ganteng kagak, muka kek aki aki",0,,,,
1040,kriput,0,,,,
1041,ga inget umur😭,0,,,,
1042,jidat lu lebar bego,0,,,,
1043,"sok"" an banget kemarin ngebela erica skrg malah sama aja ga ada bedanya 😂😂😂😂😂",0,,,,
1044,GANTENG LU BEGITU ?,0,,,,
1045,Auto unfoll so cakep biasa aja padahal banyak gaya selingkuh,0,,,,
1046,Mending cakep lu begitu muka pas pas an bego,0,,,,
1047,Banyak tingkah,0,,,,
1048,setan pun tepuk jidat lihat kelakuan ni orang,0,,,,
1049,Real aki aki pansos kaga malu dah😂😂,0,,,,
1050,Udah tua tapi belum berhenti nakal 👏 ya emang dasarnya suka main cewe ampe bangkotan juga tetap begitu,0,,,,
1051,Kita nobatkan menjadi Raja pret.!,0,,,,
1052,tua bukannya ingat umur malah betingkah,0,,,,
1053,Semua akan prett pada waktunya 🤣,0,,,,
1054,KATAKAN PRET KATAKAN PRETTTTTT,0,,,,
1055,"Unfollow lah, muak bgt 😒 enakan liat @mister.aloy ama @karenoct_",0,,,,
1056,KEREN BANGET 🔥,1,,,,
1057,sampai kapan bang lu mau jdi cowok yg gak bisa anteng..dapet spek mbak er aj di selingkuhin apalagi lintang,0,,,,
1058,"unfoll ah, udah ga menarik wkwk",0,,,,
1059,Udah nahan buat No Comment tapiiiiiiiiiiii ih anjir kesel KAGA BERSYUKUR BANGET!!! Ga beda jauh sama si 🐼 bjiirrrr lah fak kata gue teh,0,,,,
1060,"Gaya doang tulus,tapi selingkuh",0,,,,
1061,"Kamu Jahat bngt sih, jd sedih gw🥺",0,,,,
1062,Gabisa komitmen ceunah,0,,,,
1063,"udah kelar ya main pahlawan pahlawan nya 😂,emang cari sensasi dan biar nama nya naik doang😂",0,,,,
1064,Pansos nya berhasil👏,0,,,,
1065,Sorry gue unfol,1,,,,
1066,sok ganteng banyak tingkah,0,,,,
1067,idihhhh,0,,,,
1068,Kontrak nya sudah habis jadi cerita nya dibuat selingkuh dan putus 😂😂😂😂,0,,,,
1069,Maap bgt unfoll,1,,,,
1070,"minimal ganteng lah, udh aki aki bukannya tobat ga beda jauh kelakuan lu kayak si panda wkwk",0,,,,
1071,1.4 jt pengikut nyaa apa yg di liat dari ni orang????,0,,,,
1072,jelek banyak tingkah,0,,,,
